# BEAST v1.9.0pre20160930 Prerelease https://github.com/beast-dev/beast-mcmc/commit/f5e0bdd
# Generated Sun Mar 19 23:29:21 GMT 2017 [seed=31359]
# -seed 31359 -overwrite -beagle -beagle_CPU -beagle_SSE -beagle_opencl -beagle_double -beagle_scaling dynamic -beagle_async -beagle_instances 4 ZIKV.ZiBRA_no3Rio-Pardis_noFlorida-4_Mexico_Chiu.allGenBank.Strict-Skyline.1500.completehistory_asymRegion.sub10.n10.xml
state	totalChangeCount	completeHistory_1
0	22.0	{{1,0.5069928081001338,Brazil_Northeast,Brazil_North},{1,1.4287140659793496,SouthAmerica,Brazil_North},{1,0.6204280777194326,Brazil_Northeast,Brazil_Southeast},{1,1.7188294626530691,Brazil_Northeast,Brazil_Southeast},{1,1.2111065505777863,SouthAmerica,Brazil_Southeast},{1,0.43282180521910496,Brazil_North,Brazil_Southeast},{1,0.9933517403026207,Brazil_Northeast,Brazil_Southeast},{1,0.1372797779257966,SouthAmerica,Caribbean},{1,12.545006380352692,SouthEastAsia,Micronesia},{1,1.150500401606338,Caribbean,SouthAmerica},{1,1.6526460685272448,Brazil_Southeast,Caribbean},{1,2.136319532590192,Brazil_Northeast,Brazil_Southeast},{1,0.6154391377629813,Brazil_Northeast,SouthAmerica},{1,1.8748450225762046,Brazil_North,Brazil_Southeast},{1,2.4794659338245175,Brazil_Northeast,Brazil_North},{1,1.3495405676296568,CentralAmerica,SouthAmerica},{1,1.621009327439407,Brazil_Northeast,CentralAmerica},{1,2.0229312641902317,Brazil_Northeast,CentralAmerica},{1,2.140701880298319,Brazil_North,SouthAmerica},{1,2.4501013877284747,Brazil_Northeast,Brazil_North},{1,2.891852763579598,Polynesia,Brazil_Northeast},{1,4.461560685451712,SouthEastAsia,Polynesia}} 22
5000	26.0	{{1,0.9098070507544063,Brazil_Northeast,Brazil_North},{1,1.543771224559804,Brazil_Northeast,Brazil_North},{1,1.8197372211283176,SouthAmerica,Brazil_North},{1,0.918916171502149,Brazil_Southeast,Brazil_Northeast},{1,0.5459238518792089,Brazil_Northeast,Brazil_Southeast},{1,0.8139978759404592,SouthAmerica,Brazil_Southeast},{1,0.5569993677239422,Brazil_North,Brazil_Southeast},{1,0.7401955529245473,SouthAmerica,Caribbean},{1,0.640857497009592,SouthAmerica,CentralAmerica},{1,1.1630096636748564,SouthAmerica,CentralAmerica},{1,10.107485793473897,SouthEastAsia,Micronesia},{1,1.0124676216089692,Caribbean,SouthAmerica},{1,1.8618923128236082,SouthAmerica,Brazil_North},{1,2.115157047330471,Brazil_Northeast,SouthAmerica},{1,2.031713782675543,Brazil_Northeast,Brazil_Southeast},{1,1.7694451880630497,Brazil_Northeast,SouthAmerica},{1,1.763156681816949,SouthAmerica,CentralAmerica},{1,1.5769165457537582,Brazil_Southeast,Caribbean},{1,1.9564950666660528,Brazil_Northeast,Brazil_Southeast},{1,0.8379006983430584,Brazil_Northeast,SouthAmerica},{1,1.5492347300188394,Brazil_Northeast,SouthAmerica},{1,1.5456557222510976,Brazil_North,Brazil_Southeast},{1,2.3986678889431308,Brazil_Northeast,Brazil_North},{1,2.7604783996200486,Polynesia,Brazil_Northeast},{1,6.340299393592109,SouthEastAsia,CentralAmerica},{1,5.428816262678661,CentralAmerica,Polynesia}} 26
10000	31.0	{{1,1.1579176220200131,Brazil_Northeast,Brazil_North},{1,0.8782201478146399,Brazil_Northeast,Brazil_North},{1,1.6582947914261243,SouthAmerica,Polynesia},{1,1.4974021906023376,Polynesia,Brazil_North},{1,1.065006183033789,Brazil_Northeast,Brazil_North},{1,0.8045387532862798,Brazil_North,Brazil_Southeast},{1,0.6358591478664355,Brazil_Northeast,Brazil_Southeast},{1,0.9892756190930863,SouthAmerica,Brazil_Southeast},{1,1.8881968979161885,Brazil_Northeast,Brazil_Southeast},{1,0.8140028937031865,Brazil_North,Brazil_Southeast},{1,0.3940440580742005,SouthAmerica,Caribbean},{1,12.673740378542659,SouthEastAsia,Micronesia},{1,1.051902777234876,Caribbean,SouthAmerica},{1,8.898264075017895,SouthEastAsia,CentralAmerica},{1,5.359581154511371,CentralAmerica,SouthEastAsia},{1,1.538770616501639,Brazil_Southeast,Brazil_Northeast},{1,1.9506132518057506,Caribbean,Brazil_Southeast},{1,1.7089337754423273,Caribbean,CentralAmerica},{1,1.9903083515371724,Brazil_North,Caribbean},{1,1.9745373884477402,Brazil_North,SouthAmerica},{1,2.4184225992242583,Brazil_Northeast,Brazil_North},{1,1.2313997611358245,CentralAmerica,SouthAmerica},{1,1.6760598222911736,Brazil_Northeast,CentralAmerica},{1,1.5336683188922333,Brazil_Northeast,Brazil_North},{1,1.992478839511818,Brazil_Southeast,Brazil_Northeast},{1,2.1649474826457453,Brazil_Northeast,Brazil_Southeast},{1,1.1867358776700239,Brazil_Northeast,SouthAmerica},{1,1.3765028873035532,Caribbean,Brazil_Southeast},{1,1.5675206002722697,Brazil_Northeast,Caribbean},{1,2.6608131896135254,Polynesia,Brazil_Northeast},{1,4.085143293577677,SouthEastAsia,Polynesia}} 31
15000	26.0	{{1,1.0738875365583578,Brazil_Northeast,CentralAmerica},{1,0.6113185774018057,CentralAmerica,Brazil_North},{1,1.6321504146252268,Brazil_Northeast,Brazil_North},{1,1.249727467996113,SouthAmerica,Brazil_North},{1,0.8679092946747881,Brazil_Northeast,Brazil_Southeast},{1,1.4627151725216867,Brazil_Northeast,Brazil_Southeast},{1,1.2197131719305596,Brazil_Northeast,Brazil_Southeast},{1,0.46140389065073606,Brazil_North,Brazil_Southeast},{1,0.8777827312819273,Brazil_Northeast,Brazil_Southeast},{1,0.5136634682983281,Brazil_Southeast,Caribbean},{1,13.70589316532162,SouthEastAsia,Micronesia},{1,0.6412357515924086,Caribbean,SouthAmerica},{1,0.8587190972644312,CentralAmerica,SouthAmerica},{1,2.048443800135374,Brazil_Northeast,Brazil_Southeast},{1,1.354049408809873,Brazil_Southeast,Caribbean},{1,1.7933472841492737,Brazil_Northeast,Brazil_Southeast},{1,0.8235726210220764,Brazil_Northeast,SouthAmerica},{1,1.702873076835762,Brazil_Northeast,CentralAmerica},{1,1.6349736109839093,SouthAmerica,Brazil_North},{1,1.4075148022836406,SouthAmerica,Brazil_Southeast},{1,1.9183531835892167,Brazil_Northeast,SouthAmerica},{1,1.1947859574070512,CentralAmerica,SouthAmerica},{1,1.6366232733913653,Brazil_Northeast,CentralAmerica},{1,1.8249731629410646,Brazil_Northeast,Brazil_North},{1,2.6943785283121806,Polynesia,Brazil_Northeast},{1,4.20017184431432,SouthEastAsia,Polynesia}} 26
20000	27.0	{{1,1.152770765793712,Brazil_Northeast,Brazil_North},{1,1.8285024323711656,Brazil_Northeast,SouthAmerica},{1,0.8182766237180676,SouthAmerica,Brazil_North},{1,0.7972635030192116,Brazil_Southeast,Brazil_North},{1,1.486259613739801,SouthAmerica,Brazil_North},{1,0.8338535394365705,Brazil_Northeast,Brazil_Southeast},{1,0.5576582568590895,Brazil_Northeast,Brazil_Southeast},{1,0.42752819493699357,Brazil_Northeast,Brazil_Southeast},{1,0.8198267286870788,Brazil_Southeast,Caribbean},{1,1.1787480816412013,Brazil_Northeast,CentralAmerica},{1,0.8992556257289042,SouthAmerica,CentralAmerica},{1,12.715215318292389,SouthEastAsia,Micronesia},{1,1.1131602831931464,Caribbean,SouthAmerica},{1,1.1808409755338052,SouthAmerica,Brazil_Southeast},{1,1.9692784748987318,Brazil_Northeast,SouthAmerica},{1,2.0810457430011473,Brazil_Northeast,Brazil_North},{1,1.763660563904722,Brazil_Northeast,CentralAmerica},{1,1.3548862672534612,Brazil_Northeast,SouthAmerica},{1,1.146049683661376,Brazil_Southeast,Brazil_North},{1,2.3233580296570495,Brazil_Northeast,Brazil_Southeast},{1,1.3933313339069227,Brazil_Southeast,Caribbean},{1,2.1635781177187714,Brazil_Northeast,Brazil_Southeast},{1,1.4698703407720677,Brazil_Northeast,SouthAmerica},{1,2.9393675713900174,Polynesia,Brazil_Northeast},{1,5.971152728284065,SouthEastAsia,CentralAmerica},{1,5.832752362862904,CentralAmerica,Brazil_Northeast},{1,5.4898276969228705,Brazil_Northeast,Polynesia}} 27
25000	26.0	{{1,1.3549890767960688,Brazil_Northeast,Brazil_North},{1,1.6197479883230352,SouthAmerica,Brazil_North},{1,0.6031168979498236,Brazil_Southeast,Brazil_Northeast},{1,1.2311064737098554,Brazil_Northeast,Brazil_Southeast},{1,0.8998184684520216,SouthAmerica,Brazil_Southeast},{1,0.65039600318141,Brazil_Northeast,Brazil_Southeast},{1,0.452790829582979,Brazil_North,Brazil_Southeast},{1,0.5645881224920686,SouthAmerica,Caribbean},{1,11.039491174449862,Polynesia,Micronesia},{1,0.6978096926549723,Brazil_Southeast,SouthAmerica},{1,0.3934216568208021,CentralAmerica,SouthAmerica},{1,13.98473210019505,Polynesia,SouthEastAsia},{1,9.553998657639571,Polynesia,SouthEastAsia},{1,5.52733684793612,Polynesia,SouthEastAsia},{1,2.2249457261428383,Brazil_Northeast,Brazil_Southeast},{1,2.1043017636442114,Brazil_Northeast,Brazil_North},{1,0.9446803899036689,CentralAmerica,SouthAmerica},{1,1.606466731531858,Brazil_Northeast,CentralAmerica},{1,1.669766529392589,Brazil_Northeast,Brazil_Southeast},{1,1.524949181644363,Brazil_Northeast,Caribbean},{1,1.188813855978371,Brazil_Northeast,SouthAmerica},{1,1.5573438371285748,Brazil_Northeast,CentralAmerica},{1,1.9133889581952601,Brazil_Northeast,Brazil_Southeast},{1,1.8492723152953074,SouthAmerica,Brazil_North},{1,2.1965987807168674,Brazil_Northeast,SouthAmerica},{1,2.7669304577360023,Polynesia,Brazil_Northeast}} 26
30000	29.0	{{1,1.457378603573168,Brazil_Northeast,Brazil_Southeast},{1,0.9047113355673255,Brazil_Southeast,Brazil_North},{1,1.891132588289721,Brazil_Northeast,Brazil_North},{1,1.1581004924754004,SouthAmerica,Brazil_North},{1,0.7388812669072298,Brazil_Northeast,Brazil_Southeast},{1,0.714114728173242,Caribbean,Brazil_Southeast},{1,0.8511551594830751,Brazil_Northeast,Brazil_Southeast},{1,0.4313284162712494,SouthAmerica,Brazil_North},{1,0.3520121687320225,Brazil_North,Brazil_Southeast},{1,0.9782670450988825,Caribbean,Brazil_Southeast},{1,0.8817405902770575,Caribbean,Brazil_Southeast},{1,1.1327493988627797,Brazil_North,Brazil_Southeast},{1,1.4679137849365347,Brazil_Northeast,Brazil_Southeast},{1,0.775941280904901,SouthAmerica,Caribbean},{1,13.483804707817757,SouthEastAsia,CentralAmerica},{1,13.1610932366274,CentralAmerica,Micronesia},{1,0.6392024981741804,Caribbean,SouthAmerica},{1,3.961012948086534,Polynesia,SouthEastAsia},{1,1.9380085997085854,Brazil_Northeast,Brazil_Southeast},{1,2.1872298186703145,Brazil_Northeast,Brazil_North},{1,1.1820237381707093,CentralAmerica,SouthAmerica},{1,1.5746863823002584,Brazil_Northeast,CentralAmerica},{1,1.4755176946259456,Brazil_Northeast,SouthAmerica},{1,2.065696498256611,Brazil_Northeast,Caribbean},{1,1.8682972129569269,SouthAmerica,Brazil_North},{1,2.467306118809413,Brazil_Northeast,SouthAmerica},{1,2.133060541859097,Brazil_Northeast,CentralAmerica},{1,2.7827864974108736,Polynesia,Brazil_Northeast},{1,8.753541816117707,SouthEastAsia,Polynesia}} 29
35000	27.0	{{1,1.3292979086678498,Brazil_Northeast,SouthAmerica},{1,0.6751443913675979,SouthAmerica,Brazil_North},{1,1.2327459717100155,SouthAmerica,Brazil_North},{1,1.255129397660892,Brazil_Northeast,Brazil_Southeast},{1,1.6921513790610216,Brazil_Northeast,Brazil_North},{1,1.3260410597155883,Brazil_North,Brazil_Southeast},{1,0.5972215330755515,SouthAmerica,Brazil_North},{1,0.4204542244040387,Brazil_North,Brazil_Southeast},{1,0.8263060923082839,Brazil_North,Brazil_Southeast},{1,0.5687809724180282,Brazil_Northeast,Brazil_Southeast},{1,1.0986982209740517,SouthAmerica,Brazil_Southeast},{1,0.6036746349041018,Brazil_Southeast,Caribbean},{1,16.44804953319482,SouthEastAsia,Micronesia},{1,0.6028372412797921,Caribbean,SouthAmerica},{1,1.6544071366691648,Brazil_Southeast,Caribbean},{1,2.2117007630532726,Brazil_Northeast,Brazil_Southeast},{1,1.1287599817998237,Brazil_Northeast,Brazil_Southeast},{1,0.8293593493828871,Brazil_Southeast,SouthAmerica},{1,2.4397498707520957,Brazil_Northeast,Brazil_North},{1,1.849937786309451,Brazil_Northeast,Brazil_Southeast},{1,2.0779638215540017,SouthAmerica,Brazil_North},{1,2.3210706334454008,Brazil_Northeast,SouthAmerica},{1,1.954686828882931,Brazil_Northeast,CentralAmerica},{1,1.2838829189168117,CentralAmerica,SouthAmerica},{1,1.817352689538858,Brazil_Northeast,CentralAmerica},{1,2.9225057052577235,Polynesia,Brazil_Northeast},{1,6.016418310213336,SouthEastAsia,Polynesia}} 27
40000	26.0	{{1,1.557432760179681,Brazil_Northeast,Brazil_North},{1,2.281576370529831,Brazil_Northeast,Brazil_North},{1,1.5506245453574445,SouthAmerica,CentralAmerica},{1,1.358444420158133,CentralAmerica,Brazil_North},{1,1.581692393448866,Brazil_Northeast,Brazil_Southeast},{1,0.45714711211992287,Brazil_Northeast,Brazil_Southeast},{1,1.6772006065732703,Brazil_Northeast,Brazil_Southeast},{1,0.8090458933008698,SouthAmerica,Brazil_Southeast},{1,0.7809115880103283,Brazil_Northeast,Brazil_Southeast},{1,0.2976636509412003,Brazil_North,Brazil_Southeast},{1,0.5185181030290797,Brazil_Northeast,Brazil_Southeast},{1,0.8940511717774834,SouthAmerica,Caribbean},{1,0.5720536218140049,SouthAmerica,CentralAmerica},{1,1.1244705160416755,SouthAmerica,CentralAmerica},{1,11.3593963530909,SouthEastAsia,Micronesia},{1,0.6844492510052107,Caribbean,SouthAmerica},{1,1.9688899733470047,Brazil_Northeast,CentralAmerica},{1,2.0781824935336957,Brazil_Northeast,SouthAmerica},{1,2.1920284219214463,Brazil_Northeast,Brazil_North},{1,1.7558016647113603,Brazil_Northeast,SouthAmerica},{1,1.6978943406270597,Brazil_Northeast,Brazil_North},{1,1.0295741572056174,Brazil_Northeast,SouthAmerica},{1,1.5180334081481952,Brazil_Southeast,Caribbean},{1,2.155031751727807,Brazil_Northeast,Brazil_Southeast},{1,2.853364542665939,Polynesia,Brazil_Northeast},{1,5.813396078327162,SouthEastAsia,Polynesia}} 26
45000	28.0	{{1,1.0127681113471105,Brazil_Northeast,Brazil_North},{1,2.7720568682099964,Brazil_Northeast,Brazil_North},{1,1.0823481502218737,SouthAmerica,Brazil_North},{1,0.24605815670228703,SouthAmerica,Brazil_Northeast},{1,1.6475836389881895,Brazil_Northeast,Brazil_North},{1,1.3178273669622342,Brazil_North,Brazil_Southeast},{1,1.9058816981624358,SouthAmerica,Brazil_Southeast},{1,1.4670019059533301,Brazil_North,Brazil_Southeast},{1,0.898534345382214,Brazil_Southeast,Caribbean},{1,1.2351518587588657,SouthAmerica,CentralAmerica},{1,1.0345945256350004,SouthAmerica,CentralAmerica},{1,12.863588583478359,SouthEastAsia,Micronesia},{1,0.6199416865153488,Caribbean,SouthAmerica},{1,1.7822672504071193,Brazil_Northeast,Brazil_North},{1,1.8236134501128523,Brazil_Northeast,Brazil_North},{1,1.9935649577972383,Brazil_Northeast,Brazil_Southeast},{1,1.7389835831246563,Brazil_Northeast,SouthAmerica},{1,2.2558520479631308,Brazil_Northeast,Brazil_Southeast},{1,1.960771731693057,Brazil_Southeast,CentralAmerica},{1,2.031385291473825,Brazil_Northeast,Brazil_Southeast},{1,1.8302607331717753,SouthAmerica,Brazil_North},{1,1.315504438965538,SouthAmerica,Brazil_Southeast},{1,2.1841017261093,Brazil_Northeast,SouthAmerica},{1,1.4432852100025144,Caribbean,Brazil_Southeast},{1,1.7969311541579138,SouthAmerica,Caribbean},{1,2.4454118225227974,Brazil_Northeast,SouthAmerica},{1,2.8039820274645155,Polynesia,Brazil_Northeast},{1,5.72177421845329,SouthEastAsia,Polynesia}} 28
