# BEAST v1.9.0pre20160930 Prerelease https://github.com/beast-dev/beast-mcmc/commit/f5e0bdd
# Generated Sun Mar 19 16:22:12 GMT 2017 [seed=21223]
# -seed 21223 -overwrite -beagle -beagle_CPU -beagle_SSE -beagle_opencl -beagle_double -beagle_scaling dynamic -beagle_async -beagle_instances 4 ZIKV.ZiBRA_no3Rio-Pardis_noFlorida-4_Mexico_Chiu.allGenBank.Strict-Skyline.1500.completehistory_asymRegion.sub9.n10.xml
state	totalChangeCount	completeHistory_1
0	21.0	{{1,1.3595952025595515,SouthAmerica,Brazil_North},{1,0.7872249533038311,Brazil_Southeast,Brazil_North},{1,2.060853867505865,Brazil_Southeast,Brazil_North},{1,0.6558127185093612,Brazil_Northeast,Brazil_North},{1,1.2871241648168779,SouthAmerica,Brazil_Southeast},{1,0.9969969915306656,Brazil_Northeast,Brazil_Southeast},{1,0.9034591439729229,Brazil_Northeast,Brazil_Southeast},{1,2.3595309426849442,Brazil_Northeast,Caribbean},{1,0.840469920348299,SouthAmerica,CentralAmerica},{1,1.3452670275088627,Brazil_Northeast,CentralAmerica},{1,11.303904404013235,SouthEastAsia,Micronesia},{1,2.233889234287501,Brazil_Northeast,Brazil_North},{1,2.444455932524301,Brazil_Northeast,SouthAmerica},{1,1.8509436438660334,Brazil_Northeast,CentralAmerica},{1,1.657602087023391,Brazil_Northeast,Caribbean},{1,1.212459107787002,Brazil_Southeast,Brazil_North},{1,2.612367437689188,Brazil_Northeast,Brazil_Southeast},{1,0.937615096476853,Brazil_Northeast,Brazil_Southeast},{1,1.5176846477565547,Brazil_Northeast,SouthAmerica},{1,3.388873575456449,Polynesia,Brazil_Northeast},{1,5.704701230485833,SouthEastAsia,Polynesia}} 21
5000	28.0	{{1,1.7964428656719957,SouthAmerica,Brazil_North},{1,0.46812685351247146,Brazil_Southeast,Brazil_North},{1,1.4721576090706967,Brazil_Northeast,Brazil_North},{1,0.845892819505349,Brazil_Northeast,Brazil_North},{1,0.6037693165977251,SouthAmerica,Brazil_Southeast},{1,1.0349890868716858,Brazil_Northeast,Brazil_Southeast},{1,1.0525770922008935,Brazil_Northeast,Brazil_Southeast},{1,0.6584559829573942,Brazil_Northeast,Brazil_Southeast},{1,1.2281764394138928,Brazil_Northeast,Brazil_Southeast},{1,2.1598886088048364,Brazil_Northeast,Caribbean},{1,1.0426562107675306,SouthAmerica,CentralAmerica},{1,1.038776098134688,SouthAmerica,Brazil_Northeast},{1,0.6779540390243308,Brazil_Northeast,CentralAmerica},{1,12.205291106991723,SouthEastAsia,CentralAmerica},{1,10.725477528549433,CentralAmerica,Micronesia},{1,1.9626456578230598,Brazil_Northeast,CentralAmerica},{1,2.2397605064454167,Brazil_North,SouthAmerica},{1,2.5181748207191634,Brazil_Northeast,Brazil_North},{1,1.6289281784332255,Brazil_Northeast,Caribbean},{1,1.4363989355294826,Brazil_Northeast,Brazil_Southeast},{1,1.926336418481576,Brazil_Northeast,SouthAmerica},{1,1.6754169579965172,Brazil_Northeast,Brazil_North},{1,1.3245034646612066,Brazil_Northeast,Brazil_Southeast},{1,3.3026872211884855,Polynesia,Brazil_Northeast},{1,5.62793411848495,SouthEastAsia,Polynesia},{1,11.94792953306522,SouthEastAsia,CentralAmerica},{1,10.965693160650934,CentralAmerica,Brazil_Southeast},{1,6.796183630856975,Brazil_Southeast,SouthEastAsia}} 28
10000	23.0	{{1,1.6278557664678632,Brazil_Southeast,Brazil_North},{1,0.6642958777871844,Brazil_Southeast,Brazil_North},{1,0.7227012829425712,Brazil_Northeast,Brazil_North},{1,1.2264673500937655,Brazil_Southeast,Brazil_North},{1,0.9686063753948524,Brazil_Northeast,Brazil_Southeast},{1,1.7935680473435938,Brazil_Northeast,Caribbean},{1,1.092589402177231,SouthAmerica,CentralAmerica},{1,0.9918208427616682,SouthAmerica,CentralAmerica},{1,5.742571514789615,Micronesia,SouthEastAsia},{1,9.11035654319396,Micronesia,SouthEastAsia},{1,4.399744603619117,Polynesia,SouthEastAsia},{1,1.7276006779388027,SouthAmerica,Brazil_Southeast},{1,2.0565125086978484,Brazil_North,SouthAmerica},{1,2.2841080542545074,Brazil_Northeast,Brazil_North},{1,1.1646600228293766,Brazil_Southeast,Brazil_North},{1,1.6106432257068546,Brazil_Northeast,Brazil_Southeast},{1,2.0691952374703053,Brazil_Northeast,Brazil_Southeast},{1,1.8249153551729846,Brazil_Northeast,Brazil_Southeast},{1,1.8902351153650518,Brazil_Northeast,SouthAmerica},{1,1.5430538346136746,Brazil_Northeast,Caribbean},{1,1.6135077868256908,Brazil_Northeast,CentralAmerica},{1,2.821146990527305,Polynesia,Brazil_Northeast},{1,12.290133146338958,Micronesia,Polynesia}} 23
15000	24.0	{{1,0.398006183552019,Brazil_Southeast,Brazil_North},{1,0.8402558596150027,Brazil_Northeast,Brazil_North},{1,1.3335799708133198,Brazil_Southeast,Brazil_North},{1,1.197499269161097,Brazil_North,Brazil_Southeast},{1,2.443716380925096,Brazil_Northeast,Caribbean},{1,0.852058501365965,SouthAmerica,CentralAmerica},{1,1.0136295571023752,Brazil_Northeast,CentralAmerica},{1,1.4535800748540098,Brazil_North,SouthAmerica},{1,1.716928313864082,Brazil_North,SouthAmerica},{1,10.647078115980669,Micronesia,SouthEastAsia},{1,7.111336167683051,Micronesia,SouthEastAsia},{1,1.6805392910151205,Brazil_North,Brazil_Southeast},{1,1.9002891311008039,Brazil_Southeast,CentralAmerica},{1,2.409768172455882,Brazil_North,Brazil_Southeast},{1,2.021925256742741,Brazil_North,SouthAmerica},{1,2.5807614340352623,Brazil_Northeast,Brazil_North},{1,2.143291189533685,Brazil_Northeast,Brazil_Southeast},{1,1.6604233060761553,Brazil_Northeast,Caribbean},{1,2.454308166601081,Brazil_Northeast,Brazil_Southeast},{1,1.5189940824338621,Brazil_Northeast,SouthAmerica},{1,3.13995069249524,Polynesia,Brazil_Northeast},{1,3.97102548459158,SouthEastAsia,Polynesia},{1,10.147500939016645,Micronesia,Brazil_Northeast},{1,8.265107010476354,Brazil_Northeast,SouthEastAsia}} 24
20000	26.0	{{1,1.7120345861433797,Micronesia,Brazil_North},{1,0.6544445769922573,Brazil_Southeast,Brazil_North},{1,2.136618420447506,Brazil_Northeast,Brazil_North},{1,0.582391549914409,Brazil_Northeast,Brazil_North},{1,0.6893676295153492,Micronesia,Brazil_Southeast},{1,2.063334182586543,Brazil_North,Brazil_Southeast},{1,2.2709151675744934,Brazil_Northeast,CentralAmerica},{1,1.8406434141315065,CentralAmerica,Caribbean},{1,1.2868849815350327,SouthAmerica,CentralAmerica},{1,1.5504948762773318,SouthAmerica,CentralAmerica},{1,10.496662418370267,Brazil_North,Micronesia},{1,16.403096930719474,Brazil_North,SouthEastAsia},{1,12.628390884307564,Brazil_North,Brazil_Northeast},{1,11.2493722613854,Brazil_Northeast,SouthEastAsia},{1,6.71842174320252,Polynesia,SouthEastAsia},{1,1.729728361016997,Brazil_North,CentralAmerica},{1,1.9504483817270575,SouthAmerica,Micronesia},{1,2.1474690550677575,Brazil_North,SouthAmerica},{1,2.3498540485396218,Brazil_Northeast,Brazil_North},{1,1.3558821832491663,Brazil_Southeast,Brazil_North},{1,2.2912134404784634,Brazil_Northeast,Brazil_Southeast},{1,1.7659498145250527,Brazil_Northeast,SouthAmerica},{1,1.8077457628590143,Brazil_Northeast,Brazil_Southeast},{1,1.9580136389266225,Brazil_Northeast,Caribbean},{1,3.0833983471754878,Polynesia,Brazil_Northeast},{1,10.167154434105058,Brazil_North,Polynesia}} 26
25000	24.0	{{1,1.6479235216445163,SouthAmerica,Brazil_North},{1,0.6410092264085342,Brazil_Southeast,Brazil_North},{1,0.817004913966002,Brazil_Northeast,Brazil_North},{1,1.6605385616666593,Brazil_Northeast,Brazil_North},{1,1.6964085991220963,SouthAmerica,Brazil_Southeast},{1,1.5530634045266254,Brazil_Northeast,Brazil_Southeast},{1,1.0373964728347984,CentralAmerica,Brazil_Southeast},{1,2.5015800996994773,Brazil_Northeast,Caribbean},{1,1.021709547074267,SouthAmerica,CentralAmerica},{1,0.951621648421871,SouthAmerica,CentralAmerica},{1,16.387353451508954,SouthEastAsia,Polynesia},{1,11.694930729517377,Polynesia,SouthEastAsia},{1,11.226815813190772,SouthEastAsia,Micronesia},{1,2.594379632648028,Brazil_North,CentralAmerica},{1,2.3511436361175337,Brazil_North,SouthAmerica},{1,2.696220764390195,Brazil_Northeast,Brazil_North},{1,1.7691864994036435,Brazil_Northeast,Caribbean},{1,2.0233288346539755,Brazil_Northeast,SouthAmerica},{1,0.8047456760979295,Brazil_Northeast,Brazil_Southeast},{1,1.734757096565923,Brazil_Northeast,Brazil_Southeast},{1,1.255575568596477,Brazil_Southeast,Brazil_North},{1,2.384017087266417,Brazil_Northeast,Brazil_Southeast},{1,3.172187955809644,Polynesia,Brazil_Northeast},{1,7.240821586512113,SouthEastAsia,Polynesia}} 24
30000	23.0	{{1,1.3710294416108604,SouthAmerica,Brazil_North},{1,0.667988094915966,Brazil_Southeast,Brazil_North},{1,1.1975856720599016,Brazil_Northeast,Brazil_North},{1,0.9249863117839516,Brazil_Northeast,Brazil_North},{1,1.0545445884877211,SouthAmerica,Brazil_Southeast},{1,0.7228977381809614,Brazil_Northeast,Brazil_Southeast},{1,2.0518554187911997,Brazil_Northeast,Brazil_Southeast},{1,2.5199586729898944,Brazil_Northeast,Caribbean},{1,1.2122563715389125,SouthAmerica,CentralAmerica},{1,1.5422582351322816,SouthAmerica,CentralAmerica},{1,16.163587247135737,SouthEastAsia,Brazil_North},{1,9.84009468722418,Brazil_North,Micronesia},{1,1.4105963130714085,Brazil_Northeast,Caribbean},{1,0.7937666343717031,Brazil_Northeast,Brazil_Southeast},{1,1.9097174495439104,Brazil_Northeast,SouthAmerica},{1,1.597158671379582,Brazil_Northeast,Brazil_Southeast},{1,1.312634933427449,Brazil_Northeast,Brazil_North},{1,1.8844326549454593,Brazil_Northeast,Brazil_Southeast},{1,2.1045843161490936,Brazil_Northeast,CentralAmerica},{1,2.3008451083434807,Brazil_Northeast,SouthAmerica},{1,2.283498019144575,Brazil_Northeast,Brazil_North},{1,3.205207807214091,Polynesia,Brazil_Northeast},{1,3.955002217361933,SouthEastAsia,Polynesia}} 23
35000	21.0	{{1,1.5258447113624718,SouthAmerica,Brazil_North},{1,0.4384236491771511,Brazil_Southeast,Brazil_North},{1,0.7752938739889867,Brazil_Northeast,Brazil_North},{1,1.5437423085779267,Brazil_Northeast,Brazil_North},{1,0.5745315033065543,SouthAmerica,Brazil_Southeast},{1,0.9725579235263584,Brazil_Northeast,Brazil_Southeast},{1,2.629751438105504,Brazil_Northeast,Caribbean},{1,0.8083826314952691,SouthAmerica,CentralAmerica},{1,10.783728335170586,SouthEastAsia,Micronesia},{1,2.0296868980733436,Brazil_Northeast,Brazil_Southeast},{1,1.6083079734366352,CentralAmerica,SouthAmerica},{1,1.8373309198693701,Brazil_Northeast,CentralAmerica},{1,1.7936390133482243,Brazil_Northeast,CentralAmerica},{1,2.022835082817805,Brazil_Northeast,Caribbean},{1,1.4162740383353571,Brazil_Northeast,Brazil_North},{1,1.3646975734764546,Brazil_Northeast,Brazil_Southeast},{1,2.3996017439857176,Brazil_Northeast,Brazil_Southeast},{1,2.1009621987447096,SouthAmerica,Brazil_North},{1,2.354866359093224,Brazil_Northeast,SouthAmerica},{1,2.857527390352961,Polynesia,Brazil_Northeast},{1,5.032065653759359,SouthEastAsia,Polynesia}} 21
40000	25.0	{{1,1.2235825669574445,SouthAmerica,Brazil_North},{1,0.6050634744867329,Brazil_Southeast,Brazil_North},{1,2.117113268638157,Brazil_Northeast,Brazil_North},{1,1.5123709284572775,Brazil_Northeast,Brazil_North},{1,1.117525766397952,SouthAmerica,Brazil_Southeast},{1,1.6078969821010634,Brazil_Northeast,Brazil_Southeast},{1,0.5559687146801613,Brazil_Northeast,Brazil_Southeast},{1,2.1622465047340755,Brazil_Northeast,Caribbean},{1,1.3405452802331088,SouthAmerica,CentralAmerica},{1,0.7484973955273677,SouthAmerica,CentralAmerica},{1,13.553224812363366,SouthEastAsia,Micronesia},{1,3.5026508421011955,Brazil_North,Polynesia},{1,3.157173960762313,Polynesia,SouthEastAsia},{1,1.8563572985359427,Brazil_Northeast,Brazil_Southeast},{1,1.7651128126340159,Brazil_Northeast,SouthAmerica},{1,2.0614998113842162,Brazil_Northeast,CentralAmerica},{1,1.6891795740279307,Brazil_Northeast,Caribbean},{1,1.4205990664692343,Brazil_Southeast,Brazil_North},{1,1.8308729625526143,Brazil_Northeast,Brazil_Southeast},{1,2.30098573401754,Brazil_Northeast,Brazil_Southeast},{1,2.1551751413411866,SouthAmerica,Brazil_North},{1,2.3802010890976937,Brazil_Northeast,SouthAmerica},{1,3.2154613035003017,Polynesia,Brazil_Northeast},{1,5.864458265584693,Brazil_North,Polynesia},{1,8.878281472008084,SouthEastAsia,Brazil_North}} 25
45000	21.0	{{1,1.1828806244856747,SouthAmerica,Brazil_North},{1,0.6388209256502637,Brazil_Southeast,Brazil_North},{1,1.2306985576035285,Brazil_Northeast,Brazil_North},{1,0.6357726891547422,Brazil_Northeast,Brazil_North},{1,0.992322363456969,SouthAmerica,Brazil_Southeast},{1,0.7017965927967444,Brazil_Northeast,Brazil_Southeast},{1,2.5377085512789326,Brazil_Northeast,Caribbean},{1,1.0311889467425788,SouthAmerica,CentralAmerica},{1,0.9453802278519433,Brazil_Northeast,CentralAmerica},{1,15.464483235917921,SouthEastAsia,Micronesia},{1,1.64089069791395,Brazil_Northeast,Caribbean},{1,1.8676470367573303,Brazil_Northeast,Brazil_Southeast},{1,2.0603069525053925,Brazil_Northeast,CentralAmerica},{1,2.2388283185187765,Brazil_North,SouthAmerica},{1,2.279515745455651,Brazil_Northeast,Brazil_North},{1,1.51046730322719,Brazil_Northeast,SouthAmerica},{1,1.9792793301066507,Brazil_Northeast,Brazil_Southeast},{1,1.3138816752435747,Brazil_North,Brazil_Southeast},{1,1.681169592609385,Brazil_Northeast,Brazil_North},{1,3.0525425434062727,Polynesia,Brazil_Northeast},{1,7.037937373972309,SouthEastAsia,Polynesia}} 21
