# BEAST v1.9.0pre20160930 Prerelease https://github.com/beast-dev/beast-mcmc/commit/f5e0bdd
# Generated Sun Mar 19 16:11:42 GMT 2017 [seed=20585]
# -seed 20585 -overwrite -beagle -beagle_CPU -beagle_SSE -beagle_opencl -beagle_double -beagle_scaling dynamic -beagle_async -beagle_instances 4 ZIKV.ZiBRA_no3Rio-Pardis_noFlorida-4_Mexico_Chiu.allGenBank.Strict-Skyline.1500.completehistory_asymRegion.sub7.n10.xml
state	totalChangeCount	completeHistory_1
0	22.0	{{1,0.9511805418674144,Brazil_Northeast,Brazil_North},{1,1.3192445328286617,Brazil_North,Brazil_Northeast},{1,1.1334289104914963,Brazil_Northeast,Brazil_Southeast},{1,1.9816428136580413,Brazil_North,Brazil_Southeast},{1,0.6588556456022285,Brazil_North,Brazil_Southeast},{1,1.3439386686520942,SouthAmerica,Caribbean},{1,0.8452547785673636,Brazil_North,Caribbean},{1,0.9871294983466004,SouthAmerica,CentralAmerica},{1,1.0167507275592331,SouthAmerica,CentralAmerica},{1,11.722572973587498,SouthEastAsia,Micronesia},{1,0.8932397202718874,Brazil_Southeast,SouthAmerica},{1,1.172299227582915,Brazil_North,SouthAmerica},{1,2.8478835419335895,Brazil_North,Brazil_Northeast},{1,1.8459403611008764,Brazil_North,CentralAmerica},{1,2.2788965113933206,Brazil_North,Brazil_Southeast},{1,2.234692476906899,Brazil_North,SouthAmerica},{1,2.0835037233894105,Brazil_Northeast,SouthAmerica},{1,2.5320746731625867,Brazil_North,Brazil_Northeast},{1,1.5579461688937994,Brazil_Southeast,Caribbean},{1,2.434445415872406,Brazil_North,Brazil_Southeast},{1,2.960346778847188,Polynesia,Brazil_North},{1,6.79626685197981,SouthEastAsia,Polynesia}} 22
5000	24.0	{{1,0.9076920215696915,Brazil_Northeast,Brazil_North},{1,1.5380344564462127,SouthAmerica,Brazil_North},{1,1.3046853001650283,Brazil_North,Brazil_Northeast},{1,1.124698408050091,Brazil_Northeast,Brazil_Southeast},{1,0.6733992918049531,Brazil_North,Brazil_Southeast},{1,0.9659127679333227,SouthAmerica,Caribbean},{1,1.7055507549791957,Brazil_North,Caribbean},{1,1.0028211688261903,SouthAmerica,CentralAmerica},{1,1.3204309490730233,SouthAmerica,CentralAmerica},{1,10.359405233102171,Polynesia,Micronesia},{1,0.8106074282289195,Brazil_Southeast,SouthAmerica},{1,10.430805602010736,Polynesia,SouthEastAsia},{1,9.8404849723919,Polynesia,SouthEastAsia},{1,5.60576855124812,Polynesia,SouthEastAsia},{1,1.6294665977940146,Brazil_Southeast,Caribbean},{1,1.9015154146094249,Brazil_Northeast,SouthAmerica},{1,2.4634471817995918,Brazil_Northeast,Brazil_North},{1,2.55596766121908,Brazil_Southeast,Brazil_Northeast},{1,1.7960862898043328,SouthAmerica,Brazil_North},{1,2.225357120102194,Brazil_Southeast,SouthAmerica},{1,1.854889038941914,Brazil_Southeast,CentralAmerica},{1,1.9030347271281463,Brazil_Southeast,Brazil_North},{1,2.4906541282954398,Brazil_Southeast,Brazil_Northeast},{1,2.776723521815663,Polynesia,Brazil_Southeast}} 24
10000	22.0	{{1,0.6830523142444231,Brazil_Southeast,Brazil_North},{1,1.1577945037712314,Brazil_Northeast,Brazil_North},{1,1.331629687421978,SouthAmerica,Brazil_North},{1,1.304277328348627,Brazil_North,Brazil_Northeast},{1,1.4878089180472958,Brazil_Northeast,Brazil_Southeast},{1,0.6603278725200231,Brazil_North,Brazil_Southeast},{1,0.8224831726801695,SouthAmerica,Caribbean},{1,2.241803124313437,Brazil_Southeast,Caribbean},{1,0.9950343166897369,SouthAmerica,CentralAmerica},{1,0.9754762319369619,SouthAmerica,CentralAmerica},{1,10.47533447836788,SouthEastAsia,Micronesia},{1,0.6326256659642759,Brazil_Southeast,SouthAmerica},{1,2.5750788042163206,Brazil_Southeast,Brazil_Northeast},{1,1.6744952369528219,Brazil_Southeast,Caribbean},{1,2.1314370205660333,Brazil_Southeast,CentralAmerica},{1,2.2441427851618365,Brazil_North,SouthAmerica},{1,2.431855556792723,Brazil_Southeast,Brazil_North},{1,1.8764530528369132,Brazil_Southeast,Brazil_North},{1,1.8670517249004221,Brazil_Northeast,SouthAmerica},{1,2.2927364726277975,Brazil_Southeast,Brazil_Northeast},{1,2.700392487027871,Polynesia,Brazil_Southeast},{1,5.273468122384211,SouthEastAsia,Polynesia}} 22
15000	29.0	{{1,1.8867926851660641,Brazil_Northeast,Brazil_North},{1,1.6153766293344085,Brazil_Northeast,Brazil_North},{1,1.3788947924576038,SouthAmerica,Brazil_North},{1,1.3192203588483078,Brazil_North,Brazil_Northeast},{1,1.334838239167517,Brazil_Northeast,Brazil_North},{1,0.6873057792944732,Brazil_North,Brazil_Southeast},{1,2.069969688351079,Brazil_Northeast,Brazil_Southeast},{1,1.0070617086807154,Brazil_North,Brazil_Southeast},{1,0.7374119141057445,SouthAmerica,Caribbean},{1,1.7256809002406754,Brazil_Northeast,Caribbean},{1,1.0629751913891214,SouthAmerica,CentralAmerica},{1,1.0125748741882976,SouthAmerica,CentralAmerica},{1,12.469063508365972,Polynesia,Micronesia},{1,0.8100446339429104,Brazil_Southeast,Caribbean},{1,0.6392705379223638,Caribbean,SouthAmerica},{1,11.664170973230988,Polynesia,Micronesia},{1,11.142997100108934,Micronesia,SouthEastAsia},{1,1.603131960437187,Brazil_Southeast,Caribbean},{1,2.4496486409312905,Brazil_Northeast,Brazil_Southeast},{1,1.8430193458084885,Brazil_Northeast,SouthAmerica},{1,2.00648109944544,Brazil_Northeast,SouthEastAsia},{1,1.9142476692308414,SouthEastAsia,Brazil_North},{1,1.872079009244598,Brazil_Southeast,CentralAmerica},{1,2.4069104535132695,Brazil_Northeast,Brazil_Southeast},{1,2.198299039233735,Brazil_Northeast,Brazil_North},{1,2.242429964073663,Brazil_Northeast,SouthAmerica},{1,2.6366235271131666,Polynesia,Brazil_Northeast},{1,6.393369078650308,SouthEastAsia,Polynesia},{1,14.164991743078065,Polynesia,SouthEastAsia}} 29
20000	25.0	{{1,0.7392219827206506,Brazil_Southeast,Brazil_North},{1,0.9621842808513833,Brazil_Northeast,Brazil_North},{1,1.7299345746067845,SouthAmerica,Brazil_North},{1,1.2913126296034638,Brazil_North,Brazil_Northeast},{1,1.0360566342098023,Brazil_Northeast,Brazil_Southeast},{1,1.26178404816626,SouthAmerica,Brazil_North},{1,0.8354362395872748,Brazil_North,Caribbean},{1,0.9653433433554612,Brazil_North,Caribbean},{1,0.6799720385885026,SouthAmerica,CentralAmerica},{1,0.8375088215227144,SouthAmerica,CentralAmerica},{1,10.136512355542884,SouthEastAsia,Brazil_Northeast},{1,9.648632118808624,Brazil_Northeast,Micronesia},{1,0.6754801376302157,Brazil_Southeast,SouthAmerica},{1,1.9238378675250813,Brazil_Northeast,SouthAmerica},{1,1.984331840017196,SouthAmerica,Brazil_North},{1,2.203213365516392,Brazil_Northeast,SouthAmerica},{1,2.0693634757320405,Brazil_Southeast,CentralAmerica},{1,2.2526693545631993,Brazil_Northeast,Brazil_Southeast},{1,2.4716914393859604,Brazil_Northeast,Brazil_North},{1,1.4941878608779406,Brazil_Southeast,Caribbean},{1,1.8174353042751377,Brazil_Southeast,Brazil_North},{1,2.582079933927023,Brazil_Northeast,Brazil_Southeast},{1,2.8997605826137924,Polynesia,Brazil_Northeast},{1,6.339390486163735,SouthEastAsia,Micronesia},{1,4.060460630996919,Micronesia,Polynesia}} 25
25000	27.0	{{1,1.1249604884216469,Brazil_Northeast,Brazil_North},{1,1.488021276867364,Brazil_Northeast,Brazil_North},{1,0.7495470840420992,Brazil_Northeast,Brazil_North},{1,1.4845974285844954,Brazil_Northeast,Brazil_Southeast},{1,1.772296398503418,Brazil_Northeast,Brazil_Southeast},{1,0.9441353169333253,Brazil_North,Brazil_Southeast},{1,0.7071789317638968,SouthAmerica,Caribbean},{1,0.8360545561814974,Brazil_Northeast,SouthAmerica},{1,0.6900447186099298,SouthAmerica,Caribbean},{1,1.2017120853777952,SouthAmerica,CentralAmerica},{1,0.8235589959329738,SouthAmerica,CentralAmerica},{1,12.939151523113305,SouthEastAsia,Micronesia},{1,1.1601541775890438,Brazil_Southeast,Polynesia},{1,0.9142327660159264,Polynesia,SouthAmerica},{1,0.9386055512189586,Brazil_North,SouthAmerica},{1,1.7098805883213006,Brazil_Northeast,SouthAmerica},{1,2.108161459152119,Brazil_Northeast,Brazil_North},{1,1.889493204888428,Brazil_North,SouthAmerica},{1,1.3791522214195637,Brazil_North,Brazil_Northeast},{1,2.246606257889516,Brazil_Northeast,Brazil_North},{1,2.4724521512353945,Brazil_Northeast,Brazil_Southeast},{1,2.1711521046244897,Brazil_Southeast,CentralAmerica},{1,2.146118160133594,Brazil_Northeast,Brazil_Southeast},{1,1.5450313414149561,Brazil_Southeast,Caribbean},{1,2.5634927666633125,Brazil_Northeast,Brazil_Southeast},{1,2.62766814967112,Polynesia,Brazil_Northeast},{1,4.6873855479813065,SouthEastAsia,Polynesia}} 27
30000	25.0	{{1,1.5679153001086823,Brazil_Northeast,Brazil_North},{1,1.1479142120561283,Brazil_Northeast,Brazil_North},{1,0.6133049690314134,Brazil_Northeast,Brazil_North},{1,1.020656149352754,Brazil_Northeast,Brazil_North},{1,1.7717671043144478,Brazil_Northeast,SouthAmerica},{1,0.9208750339791248,SouthAmerica,Brazil_North},{1,1.2591352831463312,SouthAmerica,Brazil_North},{1,0.7184327711153369,Brazil_Northeast,Brazil_Southeast},{1,1.4013744414330638,Brazil_North,Brazil_Southeast},{1,0.7680160600448931,SouthAmerica,Caribbean},{1,1.062813484186951,Brazil_Northeast,Caribbean},{1,0.8174530277071027,SouthAmerica,CentralAmerica},{1,0.9945820836223751,SouthAmerica,CentralAmerica},{1,11.203992512331679,SouthEastAsia,Micronesia},{1,0.6658935202267178,Brazil_Southeast,SouthAmerica},{1,1.8818089750195193,Brazil_Northeast,SouthAmerica},{1,1.9539789710484716,Brazil_Northeast,Brazil_North},{1,1.3694306626146098,Brazil_Southeast,Caribbean},{1,2.5701404281306868,Brazil_Northeast,Brazil_Southeast},{1,2.366836998794997,Brazil_Northeast,SouthAmerica},{1,1.9991731088699263,Brazil_Northeast,CentralAmerica},{1,2.2042418536857795,Brazil_Northeast,Brazil_Southeast},{1,3.107579568439594,Polynesia,Brazil_Northeast},{1,7.220371307264694,SouthEastAsia,Caribbean},{1,5.778898896433881,Caribbean,Polynesia}} 25
35000	29.0	{{1,1.4268444015701285,Brazil_Northeast,Brazil_North},{1,1.1129058502276106,Brazil_Northeast,Brazil_North},{1,1.7873090698812713,Brazil_Northeast,Brazil_North},{1,1.834691957967952,Brazil_Northeast,Brazil_North},{1,1.9523117371025356,Brazil_Northeast,Brazil_North},{1,1.8447845689304243,SouthAmerica,Brazil_North},{1,1.2734827181674169,Brazil_Northeast,Brazil_Southeast},{1,1.3381000660764566,Brazil_Northeast,Brazil_Southeast},{1,1.6459048239101908,Brazil_Northeast,Brazil_Southeast},{1,0.8970495957026268,Brazil_North,Brazil_Southeast},{1,1.2582567682281796,SouthAmerica,Caribbean},{1,1.9430694497576202,Brazil_Northeast,Caribbean},{1,1.1774281634218329,SouthAmerica,CentralAmerica},{1,1.0992655859031593,SouthAmerica,CentralAmerica},{1,14.771237283531834,SouthEastAsia,Micronesia},{1,1.5980383092280834,Brazil_Northeast,SouthAmerica},{1,13.633428924423502,SouthEastAsia,SouthAmerica},{1,12.95696017517285,SouthAmerica,Brazil_North},{1,7.538673367214256,Brazil_North,SouthEastAsia},{1,1.9699779711046157,Brazil_Northeast,CentralAmerica},{1,2.137667393830259,Brazil_Northeast,Brazil_Southeast},{1,2.2588159459275676,Brazil_Northeast,SouthAmerica},{1,2.040418217779449,Brazil_Northeast,Brazil_North},{1,1.7657016545343294,Brazil_Southeast,Caribbean},{1,2.1291898593183225,Brazil_Northeast,Brazil_Southeast},{1,1.9389129477576637,Brazil_Northeast,SouthAmerica},{1,2.9325719542590223,Polynesia,Brazil_Northeast},{1,6.71021171033229,SouthEastAsia,Brazil_Northeast},{1,5.974108800200143,Brazil_Northeast,Polynesia}} 29
40000	31.0	{{1,0.7863177015312051,Brazil_Southeast,Brazil_North},{1,1.8442561410009177,Brazil_Northeast,Brazil_North},{1,1.308684872499867,Brazil_North,Brazil_Northeast},{1,2.048089095332723,Brazil_Northeast,Brazil_Southeast},{1,0.8698732377302348,Brazil_North,Brazil_Northeast},{1,0.8351546243860679,Brazil_Northeast,Brazil_Southeast},{1,1.0734036668797764,SouthAmerica,Caribbean},{1,1.5305600858320794,Brazil_Southeast,Caribbean},{1,0.7201181771456919,SouthAmerica,CentralAmerica},{1,1.270997370134138,SouthAmerica,CentralAmerica},{1,12.945529964442727,Polynesia,Micronesia},{1,0.6886734973748545,Brazil_Southeast,SouthAmerica},{1,1.5519571187528258,Brazil_North,SouthAmerica},{1,1.7246356109758798,Brazil_North,SouthAmerica},{1,14.243783766692797,Micronesia,Brazil_Southeast},{1,14.098489315097376,Brazil_Southeast,Micronesia},{1,7.949753858771534,Micronesia,SouthEastAsia},{1,2.3394534120806734,Brazil_Southeast,Brazil_Northeast},{1,1.5685735180952918,Brazil_Southeast,Caribbean},{1,1.9358410704421907,Brazil_Northeast,SouthAmerica},{1,2.29128300645245,Brazil_Southeast,Brazil_Northeast},{1,1.9845703362927312,Brazil_Southeast,Brazil_North},{1,2.006994617161184,Brazil_North,SouthAmerica},{1,2.328070551374363,Brazil_Southeast,Brazil_North},{1,2.042599534758679,Brazil_Southeast,CentralAmerica},{1,3.0037103865197747,Polynesia,Brazil_Southeast},{1,6.179951984049835,SouthEastAsia,Brazil_Southeast},{1,5.322422604087655,Brazil_Southeast,SouthAmerica},{1,4.902307220222091,SouthAmerica,Polynesia},{1,14.759818731003602,Micronesia,SouthEastAsia},{1,14.9876462705606,Polynesia,Micronesia}} 31
45000	29.0	{{1,1.358188616384432,Brazil_Northeast,Brazil_North},{1,1.1816390541413875,Brazil_Northeast,Brazil_North},{1,0.9024519347117909,Brazil_Northeast,Brazil_North},{1,1.1905998125474846,Brazil_Northeast,Brazil_North},{1,1.746733603608654,SouthAmerica,Brazil_North},{1,1.4233975675735742,Brazil_Northeast,Brazil_Southeast},{1,1.1948549741188927,Brazil_Northeast,Brazil_Southeast},{1,1.1760020658791484,Brazil_Northeast,Brazil_Southeast},{1,1.1737493095051608,Brazil_Northeast,Brazil_Southeast},{1,1.266402131042872,Brazil_Northeast,Brazil_Southeast},{1,0.5726989365064585,Brazil_Northeast,Brazil_Southeast},{1,0.965761098485499,Brazil_North,Brazil_Southeast},{1,0.9773521833078733,SouthAmerica,Caribbean},{1,1.1807646823095448,Brazil_North,Caribbean},{1,0.8055693229351554,SouthAmerica,CentralAmerica},{1,1.0356463391793076,SouthAmerica,CentralAmerica},{1,0.9218177366788796,Brazil_Northeast,SouthAmerica},{1,13.095953514612503,Micronesia,SouthEastAsia},{1,1.7360514029073912,Brazil_Northeast,SouthAmerica},{1,2.2768744935297,Brazil_Northeast,Brazil_North},{1,1.7347045139001318,Brazil_Northeast,Brazil_North},{1,2.1290126806706917,Brazil_Northeast,SouthAmerica},{1,1.6381807930218582,Brazil_Northeast,CentralAmerica},{1,1.4547109442836756,Brazil_Southeast,Caribbean},{1,1.817060262268405,Brazil_Northeast,Brazil_Southeast},{1,2.574927891358797,Polynesia,Brazil_Northeast},{1,4.718391210516166,SouthEastAsia,SouthAmerica},{1,4.531825263995398,SouthAmerica,Polynesia},{1,12.943444800571747,Micronesia,SouthEastAsia}} 29
