# BEAST v1.8.4
# Generated Thu Apr 27 14:36:00 BST 2017 [seed=1493300159828]
# ZIKV.ZiBRA_no3Rio-Pardis_noFlorida-4_Mexico_Chiu.allGenBank.UCLN-Skyline.1500.completehistory_asymRegion.sub9.n10.xml
state	totalChangeCount	completeHistory_1
0	21.0	{{1,1.3074223988349596,SouthAmerica,Brazil_North},{1,0.5672739674891166,Brazil_Southeast,Brazil_North},{1,1.6618348778047514,Brazil_Northeast,Brazil_North},{1,1.557765777008008,SouthAmerica,Brazil_Southeast},{1,0.6847585675627625,Brazil_Northeast,Brazil_Southeast},{1,0.6627411193523209,Brazil_North,Brazil_Southeast},{1,2.5893365806816666,Brazil_Northeast,Caribbean},{1,1.1071884263800955,SouthAmerica,CentralAmerica},{1,1.4751162524747214,SouthAmerica,CentralAmerica},{1,6.301376550459311,Micronesia,SouthEastAsia},{1,0.8303181497627743,Brazil_Northeast,Brazil_Southeast},{1,1.7494583752304478,Brazil_Northeast,SouthAmerica},{1,0.945766045199135,Brazil_Southeast,Brazil_North},{1,2.3022960636799565,Brazil_North,Brazil_Southeast},{1,1.5271127856344302,Brazil_North,CentralAmerica},{1,2.0562371323671047,Brazil_North,SouthAmerica},{1,2.4072320284963054,Brazil_Northeast,Brazil_North},{1,1.82639845018859,Brazil_Northeast,Caribbean},{1,3.1085973514463947,Polynesia,Brazil_Northeast},{1,4.429947635624354,SouthEastAsia,Polynesia},{1,12.784234580493708,Micronesia,SouthEastAsia}} 21
5000	25.0	{{1,1.4196921300812186,SouthAmerica,Brazil_North},{1,0.41565125124150987,Brazil_Southeast,Brazil_North},{1,0.7462000381140981,Brazil_Northeast,Brazil_North},{1,1.2889287024951086,Brazil_Northeast,Brazil_North},{1,1.3907821672804614,SouthAmerica,Brazil_Southeast},{1,1.085426437636443,CentralAmerica,Brazil_Southeast},{1,2.5575891938669444,Brazil_Northeast,Caribbean},{1,0.8856055131084537,SouthAmerica,CentralAmerica},{1,0.6944772091850074,Brazil_Northeast,CentralAmerica},{1,1.1666098105127762,Brazil_Northeast,SouthAmerica},{1,5.579498260145202,Micronesia,SouthEastAsia},{1,10.338373060746477,Micronesia,SouthEastAsia},{1,7.079288879879192,Polynesia,Brazil_North},{1,6.296409644408818,Brazil_North,SouthEastAsia},{1,1.1354474133534154,Brazil_Southeast,Brazil_North},{1,1.8477778604503563,Brazil_Northeast,Brazil_Southeast},{1,1.8518624675184583,Brazil_Northeast,Brazil_Southeast},{1,1.4656651260920106,Brazil_Northeast,SouthAmerica},{1,1.8992702048537844,Brazil_Northeast,Brazil_Southeast},{1,1.3641935240625729,Brazil_Northeast,Caribbean},{1,1.942469538195644,SouthAmerica,Brazil_North},{1,2.108119108015079,Brazil_Northeast,SouthAmerica},{1,2.2173841631420736,Brazil_Northeast,CentralAmerica},{1,3.1954615169196248,Polynesia,Brazil_Northeast},{1,9.826578124818196,Micronesia,Polynesia}} 25
10000	25.0	{{1,1.6807411141652313,SouthAmerica,Brazil_North},{1,0.345849148061474,Brazil_Southeast,Brazil_North},{1,1.7418868112248944,Brazil_Northeast,Brazil_North},{1,1.282245324221738,Brazil_Northeast,Brazil_North},{1,1.6313319593565112,SouthAmerica,Brazil_Southeast},{1,1.0834331797374195,Brazil_Northeast,Brazil_Southeast},{1,0.7104228789380989,CentralAmerica,Brazil_Southeast},{1,1.072520619743615,SouthAmerica,CentralAmerica},{1,1.1990697716409289,SouthAmerica,CentralAmerica},{1,13.643542149120204,Brazil_Southeast,Caribbean},{1,12.888860275136471,Caribbean,CentralAmerica},{1,12.028337614133317,CentralAmerica,Micronesia},{1,1.6979712201782677,Brazil_Northeast,Caribbean},{1,2.0324611126662493,Brazil_Northeast,Brazil_Southeast},{1,1.6196834987210493,Brazil_Northeast,Brazil_North},{1,1.924732529789487,Brazil_Northeast,Brazil_Southeast},{1,1.6839978484248432,Brazil_Northeast,SouthAmerica},{1,1.1112812049777991,Brazil_Northeast,Brazil_Southeast},{1,2.4518599079255923,CentralAmerica,Brazil_Northeast},{1,2.1345383740854205,Brazil_North,SouthAmerica},{1,2.214865144072557,CentralAmerica,Brazil_North},{1,2.4949163302447777,Caribbean,CentralAmerica},{1,2.6223279961260335,Polynesia,Caribbean},{1,4.728198816640841,SouthEastAsia,Polynesia},{1,14.195472475939532,Brazil_Southeast,SouthEastAsia}} 25
15000	24.0	{{1,1.330491925643847,SouthAmerica,Brazil_Northeast},{1,1.2053592519704108,Brazil_Northeast,Brazil_North},{1,0.41513584746054594,Brazil_Southeast,Brazil_North},{1,1.99343938225541,Brazil_Northeast,Brazil_North},{1,0.7752823611533566,Brazil_Northeast,Brazil_North},{1,1.662805607925954,SouthAmerica,Brazil_Southeast},{1,0.7080474618452026,Brazil_Northeast,Brazil_Southeast},{1,1.0609828836084143,Brazil_Northeast,Brazil_Southeast},{1,2.6634775111324136,Brazil_Northeast,Caribbean},{1,0.9509464325687362,SouthAmerica,CentralAmerica},{1,1.053453207008564,SouthAmerica,CentralAmerica},{1,13.099281526577457,SouthEastAsia,Brazil_Northeast},{1,11.177422521230566,Brazil_Northeast,Micronesia},{1,2.3664259838478663,Brazil_Northeast,Brazil_Southeast},{1,1.3691769361919552,Brazil_Northeast,Brazil_Southeast},{1,1.1763191181808286,Brazil_Northeast,Brazil_North},{1,2.1630928523593362,Brazil_Northeast,Brazil_North},{1,2.1317491834738327,Brazil_Northeast,SouthAmerica},{1,1.9039089945543743,Brazil_Northeast,CentralAmerica},{1,1.5571706085689934,Brazil_Northeast,SouthAmerica},{1,1.8158773347258748,Brazil_Northeast,Brazil_Southeast},{1,1.7445095323285802,Brazil_Northeast,Caribbean},{1,2.964801175345441,Polynesia,Brazil_Northeast},{1,5.365061816611452,SouthEastAsia,Polynesia}} 24
20000	21.0	{{1,1.2199019378235803,SouthAmerica,Brazil_North},{1,0.43626839517178995,Brazil_Southeast,Brazil_North},{1,1.5023659370697726,Brazil_Northeast,Brazil_North},{1,1.706321474946364,Brazil_Southeast,Brazil_North},{1,1.6358145784722178,Brazil_Southeast,Brazil_Northeast},{1,0.8437873848694546,SouthAmerica,Brazil_Southeast},{1,1.2335611239468052,Brazil_Northeast,Caribbean},{1,0.9952747242572793,Caribbean,Brazil_Southeast},{1,2.125627879591767,SouthAmerica,Caribbean},{1,0.9445238739354269,SouthAmerica,CentralAmerica},{1,1.1920378573002077,SouthAmerica,CentralAmerica},{1,14.054914476761903,SouthEastAsia,Micronesia},{1,2.1650538151069387,SouthAmerica,Brazil_North},{1,1.547446872067128,Brazil_Northeast,CentralAmerica},{1,1.6411737911178061,Brazil_Northeast,Caribbean},{1,1.4883657626381657,Brazil_Southeast,SouthAmerica},{1,1.3062257775074746,Brazil_Southeast,Brazil_North},{1,2.1443395890494124,Brazil_Northeast,Brazil_Southeast},{1,2.781494985251807,SouthAmerica,Brazil_Northeast},{1,3.0021042967199074,Polynesia,SouthAmerica},{1,5.675475933128355,SouthEastAsia,Polynesia}} 21
25000	23.0	{{1,1.1880734497242622,SouthAmerica,Brazil_North},{1,0.4113790294229886,Brazil_Southeast,Brazil_North},{1,1.365340397826508,Brazil_Northeast,Brazil_North},{1,1.2642613496540787,SouthAmerica,Brazil_Southeast},{1,0.9975511701071162,Brazil_Northeast,Brazil_Southeast},{1,1.7281484259097837,Brazil_Northeast,Brazil_Southeast},{1,1.8170199228355233,Brazil_Northeast,Caribbean},{1,1.033203258185276,SouthAmerica,CentralAmerica},{1,0.9849439725649767,Brazil_Northeast,CentralAmerica},{1,13.234111595119005,SouthEastAsia,Micronesia},{1,1.748999868735137,Brazil_Northeast,Brazil_North},{1,1.7125072743656922,Brazil_Northeast,SouthAmerica},{1,1.649876454839754,Brazil_Northeast,CentralAmerica},{1,1.4846552384249792,Brazil_Northeast,Caribbean},{1,1.509155830504065,Brazil_North,Brazil_Southeast},{1,1.6487439991595425,Brazil_Northeast,Brazil_North},{1,0.6291809738990319,Brazil_Northeast,Brazil_Southeast},{1,1.3313761828291544,Brazil_Northeast,SouthAmerica},{1,1.3987318930187493,Brazil_Northeast,Brazil_Southeast},{1,1.1845065523771043,Brazil_Northeast,Brazil_North},{1,2.7428277510473276,Polynesia,Brazil_Northeast},{1,4.696117360880447,SouthEastAsia,SouthAmerica},{1,4.50171688134355,SouthAmerica,Polynesia}} 23
30000	22.0	{{1,1.3704672608344204,SouthAmerica,Brazil_North},{1,0.4779489805942683,Brazil_Southeast,Brazil_North},{1,1.1421059448506838,Brazil_Northeast,Brazil_North},{1,1.5604173890264557,Brazil_Northeast,Brazil_North},{1,1.3689391928297194,SouthAmerica,Brazil_Southeast},{1,1.5926497082451558,Brazil_Northeast,Brazil_Southeast},{1,1.4748951346577586,Brazil_Northeast,Brazil_Southeast},{1,2.8387532416325363,Brazil_North,Caribbean},{1,1.0931923596715118,SouthAmerica,CentralAmerica},{1,1.0790976456524732,SouthAmerica,CentralAmerica},{1,2.1093329827896654,Brazil_North,SouthAmerica},{1,1.4147401900771035,Brazil_Southeast,SouthAmerica},{1,1.2195218539275285,SouthAmerica,Brazil_North},{1,2.0767809683615788,Brazil_Northeast,Brazil_Southeast},{1,1.6319263195855445,Brazil_Northeast,CentralAmerica},{1,1.717865661877272,Brazil_Northeast,Brazil_Southeast},{1,1.8275701988353645,Brazil_Northeast,SouthAmerica},{1,1.7934586057654958,Brazil_Northeast,Caribbean},{1,2.6815419356391157,Brazil_North,Brazil_Northeast},{1,2.9008682752417525,Polynesia,Brazil_North},{1,5.615772072917711,SouthEastAsia,Polynesia},{1,12.102517905697685,Micronesia,SouthEastAsia}} 22
35000	25.0	{{1,0.5328231960983371,Brazil_Southeast,Brazil_North},{1,0.5630569379291948,Brazil_Southeast,Brazil_North},{1,0.6803933277616574,Brazil_Southeast,Brazil_North},{1,1.1490332831635035,SouthAmerica,Brazil_Southeast},{1,1.9436237896180926,CentralAmerica,Brazil_Southeast},{1,1.868309857596079,Brazil_Northeast,Caribbean},{1,0.8989691429241098,SouthAmerica,CentralAmerica},{1,0.8703702866792711,SouthAmerica,CentralAmerica},{1,1.2071746548622477,Brazil_North,SouthAmerica},{1,1.5032660426051012,Brazil_North,SouthAmerica},{1,8.525201696667658,Micronesia,SouthEastAsia},{1,11.660311550378871,Micronesia,SouthEastAsia},{1,2.803091089791941,Micronesia,SouthEastAsia},{1,1.6782361145055524,Brazil_Northeast,Caribbean},{1,1.5632435807636456,Brazil_Northeast,Brazil_Southeast},{1,0.827804087371546,Brazil_Northeast,Brazil_North},{1,2.11455508460607,Brazil_Northeast,Brazil_Southeast},{1,1.5611484939589875,SouthAmerica,Brazil_North},{1,2.0602913323656984,Brazil_North,SouthAmerica},{1,2.3862667069274415,Brazil_Northeast,Brazil_North},{1,2.3152505010549302,Brazil_Northeast,CentralAmerica},{1,1.872653075544907,Brazil_Northeast,Brazil_Southeast},{1,1.5541662060044437,Brazil_Northeast,SouthAmerica},{1,3.040690240204849,Polynesia,Brazil_Northeast},{1,5.52508593107005,Micronesia,Polynesia}} 25
40000	25.0	{{1,1.2850317950585817,SouthAmerica,Brazil_North},{1,0.42469917922065015,Brazil_Southeast,Brazil_North},{1,1.549858734596894,Brazil_Northeast,Brazil_North},{1,1.3235466196612546,Brazil_Northeast,Brazil_Southeast},{1,0.9216425359453317,Brazil_Southeast,Brazil_North},{1,0.9156329872431563,SouthAmerica,Brazil_Southeast},{1,0.8000635038544914,Brazil_Northeast,SouthAmerica},{1,0.5747667258063212,SouthAmerica,Brazil_Southeast},{1,1.3325358016414564,Brazil_Northeast,Brazil_Southeast},{1,2.0174267520590003,Brazil_Northeast,Caribbean},{1,1.0489217795188996,SouthAmerica,CentralAmerica},{1,0.9588298102838946,SouthAmerica,CentralAmerica},{1,13.172371028285685,Micronesia,SouthEastAsia},{1,0.9951465788917323,Brazil_Southeast,Brazil_North},{1,1.3423685995836752,Brazil_Northeast,Brazil_Southeast},{1,1.4189469489729543,Brazil_Northeast,Caribbean},{1,1.5686353668124866,Brazil_Northeast,Brazil_Southeast},{1,1.125630266873324,Brazil_Northeast,Brazil_Southeast},{1,1.6000945004583493,Brazil_Northeast,SouthAmerica},{1,2.0071846931593207,Brazil_Northeast,CentralAmerica},{1,1.7451297628913263,SouthAmerica,Brazil_North},{1,2.1202812506068245,Brazil_Northeast,SouthAmerica},{1,3.0881684397831366,Polynesia,Brazil_Northeast},{1,5.567257563581686,SouthEastAsia,Polynesia},{1,10.980393363969766,Micronesia,SouthEastAsia}} 25
45000	28.0	{{1,1.3833691849235743,SouthAmerica,Brazil_North},{1,0.4937143183384456,Brazil_Southeast,Brazil_North},{1,0.9190528385381702,Brazil_Northeast,Brazil_North},{1,0.5783891364155453,Brazil_Northeast,Brazil_North},{1,1.2584812433419406,SouthAmerica,Brazil_Southeast},{1,0.8860568106070599,Brazil_Northeast,Brazil_Southeast},{1,0.8984530978261098,CentralAmerica,Brazil_Southeast},{1,2.403177268374819,Brazil_Northeast,Caribbean},{1,0.849506894963876,SouthAmerica,CentralAmerica},{1,0.9330032273846651,Brazil_Northeast,CentralAmerica},{1,9.674650465241916,SouthEastAsia,Micronesia},{1,14.692241563552457,SouthEastAsia,Brazil_Northeast},{1,14.475347169754556,Brazil_Northeast,SouthAmerica},{1,11.550335124784684,SouthAmerica,Micronesia},{1,6.805557120076623,Micronesia,SouthEastAsia},{1,3.358414865489717,Polynesia,SouthEastAsia},{1,1.6728780839563895,Brazil_Northeast,Caribbean},{1,1.7396233196714057,Brazil_Northeast,Brazil_North},{1,1.480469569754615,Brazil_North,Brazil_Southeast},{1,1.602660553534881,Brazil_Northeast,SouthAmerica},{1,0.8280708919693702,Brazil_Northeast,Brazil_Southeast},{1,1.8950615040895826,Brazil_Northeast,Brazil_North},{1,1.8159040990858109,Brazil_Northeast,Brazil_Southeast},{1,2.010521966433749,Brazil_Northeast,SouthAmerica},{1,2.1724931458477856,Brazil_Northeast,Brazil_North},{1,2.4028257292126654,Brazil_Northeast,CentralAmerica},{1,3.4060351854725823,Polynesia,Brazil_Northeast},{1,10.72229555220927,SouthEastAsia,Polynesia}} 28
