# BEAST v1.8.4
# Generated Thu Apr 27 14:58:18 BST 2017 [seed=1493301497093]
# ZIKV.ZiBRA_no3Rio-Pardis_noFlorida-4_Mexico_Chiu.allGenBank.UCLN-Skyline.1500.completehistory_asymRegion.sub10.n10.xml
state	totalChangeCount	completeHistory_1
0	24.0	{{1,0.8444732746749678,Brazil_Northeast,Brazil_North},{1,1.235490697076355,Brazil_Southeast,Brazil_North},{1,0.2591462880318687,Brazil_Southeast,Brazil_North},{1,1.1851804817675857,SouthAmerica,Brazil_North},{1,0.3100251593676987,Brazil_Southeast,Brazil_Northeast},{1,1.858858932877573,Brazil_Southeast,Brazil_Northeast},{1,0.4477040778682886,SouthAmerica,Brazil_Northeast},{1,0.40836429044760536,SouthAmerica,Brazil_Southeast},{1,0.5283524007934941,SouthAmerica,Caribbean},{1,1.0337808891668787,Caribbean,SouthAmerica},{1,0.7101221856156398,CentralAmerica,SouthAmerica},{1,1.8796221398387642,Brazil_North,SouthAmerica},{1,1.985489569212434,Brazil_Southeast,Brazil_North},{1,1.7308255688389949,Brazil_Southeast,CentralAmerica},{1,1.0834133917458564,CentralAmerica,SouthAmerica},{1,1.4923533082723843,Brazil_Northeast,CentralAmerica},{1,1.8655770686587412,Brazil_Southeast,Brazil_Northeast},{1,1.4115239068388914,Brazil_Southeast,Caribbean},{1,1.9483811102575928,Brazil_Southeast,SouthAmerica},{1,0.8464284651337666,Brazil_Southeast,Brazil_North},{1,2.507259928669107,Brazil_Northeast,Brazil_Southeast},{1,2.7478727828911724,Polynesia,Brazil_Northeast},{1,4.141190170970836,SouthEastAsia,Polynesia},{1,13.268149248634796,Micronesia,SouthEastAsia}} 24
5000	30.0	{{1,0.8973500304395887,Brazil_Northeast,Brazil_North},{1,1.545020190197072,Brazil_Southeast,Brazil_North},{1,1.5713948956955532,Brazil_Southeast,Brazil_North},{1,1.2741399082896163,SouthAmerica,Brazil_North},{1,1.1703769925732772,Brazil_Southeast,Brazil_Northeast},{1,1.8289258089386604,Brazil_Southeast,Brazil_Northeast},{1,0.37342016677892076,Brazil_Southeast,Brazil_Northeast},{1,1.4140094292452077,Brazil_Southeast,Brazil_Northeast},{1,1.4256366065066983,Brazil_Northeast,Brazil_Southeast},{1,0.11108458262644061,Brazil_Southeast,Caribbean},{1,1.1236698321621863,SouthAmerica,CentralAmerica},{1,1.2084323107447272,SouthAmerica,CentralAmerica},{1,0.7750767287742013,Caribbean,SouthAmerica},{1,3.8676772574560614,CentralAmerica,SouthEastAsia},{1,1.436308431175762,SouthAmerica,Brazil_Southeast},{1,1.7222915512115737,Brazil_North,SouthAmerica},{1,1.925669954701167,Brazil_Southeast,Brazil_North},{1,1.8690993305792816,Brazil_Southeast,CentralAmerica},{1,1.4490936212017984,Brazil_Northeast,SouthAmerica},{1,2.0684657787627727,Brazil_Southeast,Brazil_Northeast},{1,1.3394557742334352,Brazil_Southeast,Brazil_North},{1,1.4160545699500577,Brazil_Southeast,Caribbean},{1,1.2561579158897413,Brazil_Southeast,SouthAmerica},{1,2.101431143241529,Brazil_Southeast,Brazil_Northeast},{1,2.7548756034127653,Polynesia,Brazil_Southeast},{1,4.436420907683139,CentralAmerica,Polynesia},{1,10.663622911415407,SouthEastAsia,Brazil_Southeast},{1,6.934112953304027,Brazil_Southeast,CentralAmerica},{1,15.088223517557127,Micronesia,Brazil_Southeast},{1,14.288456166726904,Brazil_Southeast,SouthEastAsia}} 30
10000	28.0	{{1,1.2754177040849854,Brazil_Northeast,Brazil_North},{1,1.417278487026799,SouthAmerica,Brazil_North},{1,1.3220454440947562,Brazil_Northeast,Brazil_Southeast},{1,0.8009032578628286,Brazil_Northeast,Brazil_Southeast},{1,1.1037579118470262,Brazil_Northeast,Brazil_North},{1,0.7611418016246323,Brazil_North,Brazil_Southeast},{1,1.0961789817131868,Brazil_Northeast,Brazil_Southeast},{1,1.0097191863056278,Brazil_North,Brazil_Southeast},{1,0.5862917373035613,Brazil_Southeast,Caribbean},{1,1.0896772776291643,SouthAmerica,CentralAmerica},{1,0.7634757400214688,SouthAmerica,CentralAmerica},{1,11.28467992576116,Brazil_North,Micronesia},{1,0.7916752756001841,Caribbean,SouthAmerica},{1,6.226765734543683,Brazil_North,SouthEastAsia},{1,2.02371721746015,Brazil_Northeast,Brazil_North},{1,1.6134001572430172,Brazil_Northeast,SouthAmerica},{1,1.2263995058655102,Brazil_Northeast,Brazil_Southeast},{1,1.4966459878514033,Brazil_Northeast,Caribbean},{1,1.242586721247479,Brazil_Northeast,SouthAmerica},{1,1.698061211752175,Brazil_Northeast,Brazil_Southeast},{1,1.6314251057065567,Brazil_Southeast,CentralAmerica},{1,1.5839771845628603,Brazil_Northeast,Brazil_Southeast},{1,1.4057389015043282,SouthAmerica,Brazil_Southeast},{1,1.9124734065129776,Brazil_North,SouthAmerica},{1,2.0771289003850217,Brazil_Northeast,Brazil_North},{1,2.808596688118447,Polynesia,Brazil_Northeast},{1,3.8080440494361762,SouthEastAsia,Polynesia},{1,10.13595091684369,Brazil_North,SouthEastAsia}} 28
15000	29.0	{{1,1.051799446313033,Brazil_Northeast,Brazil_North},{1,0.7604572395215097,Brazil_Northeast,Brazil_North},{1,0.5018388868822675,Brazil_Northeast,Brazil_Southeast},{1,0.5105399322730146,Brazil_Northeast,Brazil_Southeast},{1,1.1235021252793098,Brazil_North,Brazil_Southeast},{1,0.6605926212688122,Brazil_North,Brazil_Southeast},{1,0.8269782637007987,Brazil_Northeast,Brazil_Southeast},{1,0.9232233870702922,Brazil_North,Caribbean},{1,0.8019259146449036,SouthAmerica,CentralAmerica},{1,1.0892948150747417,SouthAmerica,CentralAmerica},{1,15.032597766282256,Brazil_North,SouthAmerica},{1,13.4706341111566,SouthAmerica,Micronesia},{1,1.4574546698824205,Brazil_North,SouthAmerica},{1,1.153083001094649,Brazil_North,SouthAmerica},{1,1.0026368594741357,Brazil_Southeast,SouthAmerica},{1,9.505703832284155,Brazil_North,SouthEastAsia},{1,10.565208091933819,Brazil_North,SouthEastAsia},{1,1.6075359598947292,Brazil_Northeast,CentralAmerica},{1,1.5259508189691737,Brazil_North,SouthAmerica},{1,1.8170850197256512,Brazil_Northeast,Brazil_North},{1,1.4860662058455594,Brazil_Northeast,Brazil_Southeast},{1,1.4124569159788263,Brazil_Northeast,SouthAmerica},{1,1.6529558239711217,Brazil_Northeast,Brazil_North},{1,1.3331716719233555,Brazil_Southeast,Caribbean},{1,1.9903220597671056,Brazil_Northeast,Brazil_Southeast},{1,1.4639497988293497,Brazil_Northeast,SouthAmerica},{1,2.4857017923608997,Polynesia,Brazil_Northeast},{1,5.419985248505068,SouthEastAsia,Polynesia},{1,8.493715803458471,Brazil_North,SouthEastAsia}} 29
20000	29.0	{{1,1.168971736541478,Brazil_Northeast,Brazil_North},{1,0.6145122421883555,Brazil_Northeast,Brazil_North},{1,1.0616436185323062,SouthAmerica,Brazil_North},{1,1.573899262761984,Brazil_Northeast,Brazil_Southeast},{1,0.3743732161464607,Caribbean,Brazil_Southeast},{1,0.4073670234937051,Brazil_North,Brazil_Northeast},{1,0.3454318089330556,Brazil_Northeast,Brazil_Southeast},{1,12.387917795892543,Caribbean,Micronesia},{1,0.8802566613076163,Caribbean,SouthAmerica},{1,12.827048685153684,Brazil_North,SouthEastAsia},{1,1.9315847537725657,Brazil_Northeast,Brazil_Southeast},{1,1.5084538412201127,Brazil_Northeast,CentralAmerica},{1,1.199551256819491,Brazil_Northeast,Brazil_Southeast},{1,1.4968851136313295,SouthAmerica,Caribbean},{1,2.0232763406535494,Brazil_Northeast,SouthAmerica},{1,1.9566123457882703,Brazil_Northeast,Brazil_North},{1,1.1922655763446017,Brazil_Northeast,CentralAmerica},{1,0.9331501836822798,CentralAmerica,SouthAmerica},{1,1.4836574733404582,Brazil_Southeast,Caribbean},{1,1.855969785557646,Brazil_Northeast,Brazil_Southeast},{1,1.6879493804710222,Brazil_Northeast,Brazil_North},{1,1.1912892008942029,CentralAmerica,SouthAmerica},{1,1.6628044732466656,Brazil_Northeast,CentralAmerica},{1,2.5679053496216797,Polynesia,Brazil_Northeast},{1,4.547917993394399,SouthEastAsia,Polynesia},{1,11.667763572922885,Caribbean,Polynesia},{1,9.851957308877035,Polynesia,SouthEastAsia},{1,14.284618319820888,Brazil_North,Polynesia},{1,14.087183449244996,Polynesia,Caribbean}} 29
25000	23.0	{{1,0.8429773888457078,Brazil_Northeast,Brazil_North},{1,1.0670719716527888,Brazil_Southeast,Brazil_North},{1,0.9610914883406306,Brazil_Southeast,Brazil_North},{1,1.4608982150591125,SouthAmerica,Brazil_North},{1,1.1813318834866,Brazil_Southeast,Brazil_Northeast},{1,0.5161076344536213,Brazil_Southeast,Brazil_Northeast},{1,0.7957789723445946,Brazil_Northeast,Brazil_Southeast},{1,0.17858413539523355,Brazil_Southeast,Caribbean},{1,12.230140139092475,SouthEastAsia,Micronesia},{1,0.8514354680304834,Caribbean,SouthAmerica},{1,1.234977890788533,SouthAmerica,Brazil_Southeast},{1,1.6956953491771072,SouthAmerica,Brazil_North},{1,2.1791304891950887,Brazil_Northeast,SouthAmerica},{1,1.8339301291715897,Brazil_Northeast,CentralAmerica},{1,1.4377331494549324,Brazil_Northeast,Brazil_Southeast},{1,1.170147229058009,CentralAmerica,SouthAmerica},{1,1.4386958919025952,Brazil_Northeast,CentralAmerica},{1,1.102270764279093,Brazil_Southeast,Brazil_North},{1,1.3721841758523305,Brazil_Southeast,Caribbean},{1,0.65306108719661,Brazil_Southeast,SouthAmerica},{1,2.141301342334438,Brazil_Northeast,Brazil_Southeast},{1,2.6773512602689995,Polynesia,Brazil_Northeast},{1,5.535593599208655,SouthEastAsia,Polynesia}} 23
30000	27.0	{{1,0.8259566573091186,Brazil_Northeast,Brazil_North},{1,0.8522209342806257,Brazil_Northeast,Brazil_North},{1,1.064823880592261,SouthAmerica,Brazil_North},{1,0.9827008122902319,Brazil_Northeast,Brazil_Southeast},{1,0.4800128200209963,Brazil_Northeast,Brazil_Southeast},{1,0.9472223368318893,Brazil_Northeast,Brazil_Southeast},{1,0.749216017009056,SouthAmerica,Brazil_Southeast},{1,0.4141775312563458,Brazil_Northeast,Brazil_Southeast},{1,0.7050152896170745,Brazil_Northeast,Brazil_Southeast},{1,0.8701028757845347,Brazil_North,Brazil_Southeast},{1,1.219930493219009,Brazil_Northeast,Brazil_Southeast},{1,0.8502772536159764,SouthAmerica,Caribbean},{1,13.760782174506348,SouthEastAsia,Micronesia},{1,12.082616934851623,Micronesia,SouthEastAsia},{1,10.857349059619798,SouthEastAsia,Micronesia},{1,1.0799158494267307,Caribbean,SouthAmerica},{1,1.2378977508096998,Caribbean,Brazil_Southeast},{1,1.4211977188719294,Brazil_Northeast,Caribbean},{1,1.318487197234108,Brazil_Northeast,SouthAmerica},{1,1.3912207158308068,Brazil_Northeast,CentralAmerica},{1,1.0995010940101386,CentralAmerica,SouthAmerica},{1,1.6338236751562696,Brazil_Northeast,CentralAmerica},{1,1.2534740308876522,Brazil_Northeast,Brazil_North},{1,1.6962254461132429,SouthAmerica,Brazil_North},{1,1.8015646732803448,Brazil_Northeast,SouthAmerica},{1,2.704858412799752,Polynesia,Brazil_Northeast},{1,5.449950739627976,SouthEastAsia,Polynesia}} 27
35000	25.0	{{1,0.5367438647531118,Brazil_Northeast,Brazil_North},{1,1.4242044593266485,Brazil_Northeast,Brazil_North},{1,0.3206841549730546,Brazil_Northeast,Brazil_North},{1,1.0937442959673414,SouthAmerica,Brazil_North},{1,0.6915172813863522,Brazil_Southeast,Brazil_Northeast},{1,1.397505318978331,Brazil_Northeast,Brazil_Southeast},{1,0.35620628241550567,SouthAmerica,Brazil_Southeast},{1,0.8763426488262399,Brazil_Northeast,Brazil_Southeast},{1,0.9503710765229031,SouthAmerica,Caribbean},{1,13.855695837688392,SouthEastAsia,Micronesia},{1,0.9308330477079432,Caribbean,SouthAmerica},{1,1.0427400937608624,Brazil_Northeast,Brazil_North},{1,1.7690951321049462,Brazil_Southeast,CentralAmerica},{1,1.9480315524435223,Brazil_North,SouthAmerica},{1,2.1309909248659897,Brazil_Southeast,Brazil_Northeast},{1,2.074351068275423,Brazil_Northeast,Brazil_North},{1,2.205224128879675,Brazil_Northeast,Brazil_Southeast},{1,1.5653754188977616,Brazil_Northeast,Brazil_Southeast},{1,1.1947116564932088,CentralAmerica,SouthAmerica},{1,1.5445712908209397,Brazil_Northeast,CentralAmerica},{1,1.2253450244792103,Brazil_Northeast,SouthAmerica},{1,1.3103655676901578,Brazil_Southeast,Caribbean},{1,1.755823302494228,Brazil_Northeast,Brazil_Southeast},{1,2.6973199177438403,Polynesia,Brazil_Northeast},{1,5.278986297481812,SouthEastAsia,Polynesia}} 25
40000	27.0	{{1,1.4888697903758175,Brazil_Northeast,Brazil_North},{1,2.107734264959214,Brazil_Northeast,Brazil_North},{1,1.4288262273549526,SouthAmerica,Brazil_North},{1,1.5259837306708828,Brazil_Northeast,Brazil_Southeast},{1,1.6684147335430566,Brazil_Northeast,Brazil_Southeast},{1,0.5671000168483712,Caribbean,Brazil_Southeast},{1,1.0435764509034806,Brazil_North,Brazil_Southeast},{1,1.4032753440573493,Brazil_Northeast,Brazil_Southeast},{1,0.8893439708506463,SouthAmerica,CentralAmerica},{1,0.775055964522873,SouthAmerica,CentralAmerica},{1,11.622385773192432,SouthEastAsia,CentralAmerica},{1,10.822872495567823,CentralAmerica,Micronesia},{1,0.7741833482149886,Brazil_Southeast,SouthAmerica},{1,4.092492837515479,Micronesia,SouthEastAsia},{1,1.3391071604515585,Brazil_Northeast,Brazil_Southeast},{1,1.4687207898720527,SouthAmerica,Caribbean},{1,1.8661562598388528,Brazil_Northeast,SouthAmerica},{1,1.7993681561324364,Brazil_Northeast,Brazil_North},{1,1.5978478540283358,Brazil_Northeast,CentralAmerica},{1,2.068802119882731,Brazil_Northeast,Brazil_North},{1,1.3901191182078625,Brazil_Northeast,SouthAmerica},{1,1.3533505690500909,Brazil_Southeast,Caribbean},{1,1.727262832344788,Brazil_Northeast,Brazil_Southeast},{1,1.575051212732893,Brazil_Northeast,SouthAmerica},{1,2.7839362557538903,Polynesia,Brazil_Northeast},{1,5.338224536222505,Micronesia,Polynesia},{1,7.486991313263951,SouthEastAsia,Micronesia}} 27
45000	25.0	{{1,0.7577304608504677,Brazil_Northeast,Brazil_North},{1,1.3811730195833238,SouthAmerica,Brazil_North},{1,0.6090873474567353,Brazil_Northeast,Brazil_Southeast},{1,1.2646046950324301,Brazil_Northeast,Brazil_Southeast},{1,0.9603875801846445,Brazil_Northeast,Brazil_Southeast},{1,0.29904272976877666,Brazil_North,Brazil_Southeast},{1,0.47495214438211186,Brazil_Northeast,Brazil_Southeast},{1,0.5304993862800731,Brazil_Southeast,Caribbean},{1,1.4275101943830584,Brazil_Northeast,CentralAmerica},{1,0.9545576716802832,SouthAmerica,CentralAmerica},{1,14.284923731252208,SouthEastAsia,Micronesia},{1,0.735697895970252,Caribbean,SouthAmerica},{1,1.3581076790913944,Brazil_Northeast,Caribbean},{1,1.308613721951232,Brazil_Northeast,Brazil_Southeast},{1,1.3378451704568173,Brazil_Northeast,SouthAmerica},{1,1.2158716736543234,Brazil_Northeast,SouthAmerica},{1,2.0594674083560838,Brazil_Northeast,Brazil_Southeast},{1,1.9933701542076898,Brazil_Northeast,Brazil_North},{1,1.3512550162713433,SouthAmerica,Brazil_Southeast},{1,1.840093184260319,Brazil_Northeast,SouthAmerica},{1,1.8043660273440878,Brazil_Northeast,Brazil_North},{1,1.617751355122413,Brazil_Northeast,Brazil_North},{1,1.5846054422963898,Brazil_North,CentralAmerica},{1,2.666791748886202,Polynesia,Brazil_Northeast},{1,4.13267020494401,SouthEastAsia,Polynesia}} 25
