# BEAST v1.8.4
# Generated Thu Apr 27 12:23:37 BST 2017 [seed=1493292215980]
# ZIKV.ZiBRA_no3Rio-Pardis_noFlorida-4_Mexico_Chiu.allGenBank.UCLN-Skyline.1500.completehistory_asymRegion.sub4.n10.xml
state	totalChangeCount	completeHistory_1
0	23.0	{{1,0.6228095276798802,Brazil_Northeast,Brazil_North},{1,1.522053479795202,SouthAmerica,Brazil_North},{1,0.4154414752898314,Brazil_North,Brazil_Southeast},{1,0.7349890785885991,CentralAmerica,Brazil_Southeast},{1,1.61890448371612,Brazil_Northeast,Brazil_Southeast},{1,0.9550153707347965,Brazil_North,Brazil_Southeast},{1,1.2866697481542073,Caribbean,Brazil_Southeast},{1,0.5593184599601977,Brazil_Northeast,Brazil_Southeast},{1,1.801575335306504,Brazil_Northeast,Brazil_Southeast},{1,0.1781408463077374,Brazil_Southeast,Caribbean},{1,10.785699566654229,SouthEastAsia,Micronesia},{1,0.6990496130567883,Caribbean,SouthAmerica},{1,1.0666565207128864,Caribbean,SouthAmerica},{1,1.296772602663343,Brazil_Northeast,Brazil_Southeast},{1,1.5841368883172164,Brazil_Northeast,SouthAmerica},{1,2.272940198711554,Brazil_Northeast,CentralAmerica},{1,2.0102564487275263,SouthAmerica,Brazil_North},{1,1.5474837402615753,SouthAmerica,Brazil_Southeast},{1,2.2253590504955914,Brazil_Northeast,SouthAmerica},{1,1.962215799803291,Brazil_Northeast,Brazil_North},{1,1.5130661668781067,Brazil_Northeast,Caribbean},{1,2.891645103995831,Polynesia,Brazil_Northeast},{1,5.1759522722670415,SouthEastAsia,Polynesia}} 23
5000	29.0	{{1,0.8609008110976106,Brazil_Southeast,Brazil_North},{1,0.7165357008322375,Brazil_Southeast,CentralAmerica},{1,0.5714380307953739,CentralAmerica,Brazil_North},{1,1.1041913584809566,SouthAmerica,Brazil_North},{1,0.30711330985753377,Brazil_Southeast,Brazil_North},{1,1.891979236217698,Brazil_Southeast,Brazil_Northeast},{1,0.6408851293977478,Brazil_Southeast,Brazil_Northeast},{1,1.2522298637777378,Brazil_Southeast,Brazil_Northeast},{1,1.2095375831197406,Brazil_Southeast,SouthAmerica},{1,0.6182480822027255,SouthAmerica,Brazil_Northeast},{1,1.6772983733234104,Brazil_Southeast,Brazil_Northeast},{1,0.9561461511379874,Brazil_Southeast,Brazil_Northeast},{1,0.71818075786744,Brazil_Southeast,Brazil_Northeast},{1,0.6773886981968628,SouthAmerica,Brazil_Southeast},{1,0.87578067183322,SouthAmerica,Micronesia},{1,0.21490387319354864,Micronesia,Caribbean},{1,12.518793076227254,SouthEastAsia,Micronesia},{1,1.1758605589258793,Brazil_Southeast,SouthAmerica},{1,0.6963083964092336,Caribbean,SouthAmerica},{1,1.7370889714704711,Brazil_Southeast,Brazil_Northeast},{1,1.659221095759607,Brazil_Northeast,CentralAmerica},{1,1.8845173204047114,SouthAmerica,Brazil_North},{1,2.0062167184790085,Brazil_Southeast,SouthAmerica},{1,1.2796134124083278,Brazil_Southeast,Caribbean},{1,1.2671183533788086,Brazil_Southeast,Brazil_North},{1,1.7635814342827225,Brazil_Southeast,SouthAmerica},{1,2.586186289203173,Brazil_Southeast,Brazil_Northeast},{1,2.8787156213402247,Polynesia,Brazil_Southeast},{1,3.745501139244662,SouthEastAsia,Polynesia}} 29
10000	26.0	{{1,0.5021972112408661,Brazil_Southeast,Brazil_North},{1,0.65518955989489,Brazil_Southeast,Brazil_North},{1,1.1236073837693996,SouthAmerica,Brazil_North},{1,0.2532110271485972,Brazil_Southeast,Brazil_North},{1,1.023026149398405,Brazil_Southeast,Brazil_Northeast},{1,1.62674210921377,Brazil_Southeast,CentralAmerica},{1,1.4428139920052157,CentralAmerica,Brazil_Northeast},{1,1.076678577540597,Brazil_Southeast,Brazil_Northeast},{1,1.0462695384239402,Caribbean,Brazil_Southeast},{1,0.5172838510316833,Brazil_Northeast,Brazil_Southeast},{1,0.6211763447242278,Brazil_Southeast,Caribbean},{1,13.53640629270538,Brazil_North,Micronesia},{1,0.7620026204530934,Caribbean,SouthAmerica},{1,0.9738276922470197,Caribbean,SouthAmerica},{1,5.0678830457758774,Brazil_North,SouthEastAsia},{1,1.5441235859601778,Brazil_Southeast,Brazil_North},{1,1.461201001834595,Brazil_Southeast,SouthAmerica},{1,1.5648361459624298,Brazil_Southeast,CentralAmerica},{1,2.1332738309073065,Brazil_Northeast,Brazil_Southeast},{1,1.6080423817294145,Brazil_Northeast,Caribbean},{1,1.7184598063412397,SouthAmerica,Brazil_Southeast},{1,1.8003904970968536,Brazil_Northeast,SouthAmerica},{1,1.7930568072226594,Brazil_Northeast,Brazil_North},{1,2.6054250366666865,Polynesia,Brazil_Northeast},{1,5.5199263593685295,SouthEastAsia,Polynesia},{1,11.425540254985508,Brazil_North,SouthEastAsia}} 26
15000	25.0	{{1,1.0284853479065528,Brazil_Northeast,Brazil_North},{1,1.117241811436036,SouthAmerica,Brazil_North},{1,0.3640039898327114,SouthAmerica,Brazil_Southeast},{1,0.7718332087824861,Brazil_North,Brazil_Southeast},{1,1.0418094944290723,Brazil_Northeast,Brazil_Southeast},{1,1.633646368016226,Brazil_Northeast,Caribbean},{1,1.568012018208334,Caribbean,Brazil_Southeast},{1,1.646073522449071,Brazil_North,Brazil_Southeast},{1,0.6726182384236233,Caribbean,Brazil_Southeast},{1,0.6110957750487247,Brazil_Northeast,Brazil_Southeast},{1,0.44099063117585224,Brazil_Northeast,Brazil_Southeast},{1,0.4809933090912052,SouthAmerica,Caribbean},{1,0.80189091289121,Caribbean,SouthAmerica},{1,1.0634108195273726,Caribbean,SouthAmerica},{1,11.72714544811772,Micronesia,SouthEastAsia},{1,1.7444915208919447,Brazil_Northeast,CentralAmerica},{1,1.8818334865897424,Brazil_Northeast,SouthAmerica},{1,1.6830983406841857,Brazil_Northeast,Brazil_North},{1,1.7614754295642727,Brazil_Northeast,Caribbean},{1,1.385908660705186,Brazil_Northeast,SouthAmerica},{1,1.4701460036225127,Brazil_Northeast,Brazil_Southeast},{1,1.9303826243513402,Brazil_Northeast,Brazil_North},{1,2.963786417507946,Polynesia,Brazil_Northeast},{1,4.018448235047861,SouthEastAsia,Polynesia},{1,12.188515921677746,Micronesia,SouthEastAsia}} 25
20000	26.0	{{1,1.508673555240148,Brazil_Northeast,Brazil_North},{1,0.856816568804317,Brazil_Northeast,Brazil_North},{1,1.1179414674019523,SouthAmerica,Brazil_North},{1,0.8758462416931925,Brazil_Southeast,Brazil_North},{1,0.43287685116463614,Caribbean,Brazil_Southeast},{1,0.8390835920751161,CentralAmerica,Brazil_Southeast},{1,0.8405726142833533,Brazil_Northeast,Brazil_Southeast},{1,1.1052632974338685,Brazil_Northeast,Brazil_Southeast},{1,1.250831027938145,Caribbean,Brazil_Southeast},{1,0.4530014099853148,Brazil_Northeast,Brazil_Southeast},{1,13.8350873104025,SouthEastAsia,Micronesia},{1,1.0809016558392288,Caribbean,SouthAmerica},{1,0.7102159623025701,Caribbean,SouthAmerica},{1,1.8183656094704637,Brazil_Northeast,Brazil_Southeast},{1,1.512559570324105,Brazil_Northeast,SouthAmerica},{1,1.7719228716298208,SouthAmerica,Micronesia},{1,1.6821261716666691,Micronesia,CentralAmerica},{1,1.7682696863884042,SouthAmerica,Brazil_North},{1,1.3758410923909021,SouthAmerica,Caribbean},{1,2.3943858679822405,Brazil_Northeast,Brazil_Southeast},{1,2.315579987157998,Brazil_Southeast,SouthAmerica},{1,0.6855716950401631,Brazil_Southeast,Brazil_North},{1,1.8470784428939768,Brazil_Northeast,Brazil_Southeast},{1,1.6263708177770069,Brazil_Northeast,Caribbean},{1,2.778822441717346,Polynesia,Brazil_Northeast},{1,4.591597239841239,SouthEastAsia,Polynesia}} 26
25000	26.0	{{1,0.8845593506343707,Brazil_Northeast,Brazil_North},{1,1.4308133307235438,SouthAmerica,Brazil_North},{1,0.8509665636960647,SouthAmerica,Brazil_Southeast},{1,0.3636609954260699,Brazil_North,Brazil_Southeast},{1,1.982878332031805,CentralAmerica,SouthAmerica},{1,0.6285567381238502,SouthAmerica,Brazil_Southeast},{1,1.1819002855999046,Brazil_Northeast,Brazil_Southeast},{1,1.2246501437886028,Brazil_North,Brazil_Southeast},{1,0.9387554443752214,Brazil_Northeast,Brazil_Southeast},{1,2.501866634984803,Brazil_Northeast,Brazil_Southeast},{1,0.7693274870291202,SouthAmerica,Caribbean},{1,12.675745390842371,SouthEastAsia,Micronesia},{1,0.7890476711007187,Caribbean,SouthAmerica},{1,0.8310186056989554,Caribbean,SouthAmerica},{1,17.11803588426242,SouthEastAsia,CentralAmerica},{1,10.387913543951342,CentralAmerica,SouthEastAsia},{1,1.8753567083379232,Brazil_Northeast,SouthAmerica},{1,1.8098189924437131,Brazil_Northeast,Brazil_North},{1,2.30748063307976,Brazil_Northeast,CentralAmerica},{1,1.724564378381348,Brazil_Northeast,SouthAmerica},{1,1.0645418228818955,Brazil_Northeast,Brazil_Southeast},{1,1.348695573826733,Brazil_Southeast,Caribbean},{1,1.5054878012944117,Brazil_Northeast,Brazil_Southeast},{1,1.83627673882729,Brazil_Northeast,Brazil_North},{1,2.975886962002757,Polynesia,Brazil_Northeast},{1,5.138798730873216,SouthEastAsia,Polynesia}} 26
30000	25.0	{{1,1.111934340681517,Brazil_Northeast,Brazil_North},{1,0.45054310329704417,Brazil_Northeast,Brazil_North},{1,1.587597096724696,SouthAmerica,Brazil_North},{1,0.40422767770290113,SouthAmerica,Brazil_Southeast},{1,0.6190901485280789,Brazil_North,Brazil_Southeast},{1,1.3912824230010705,CentralAmerica,Brazil_Southeast},{1,1.5751119235296676,Brazil_Northeast,Caribbean},{1,1.2943433941774283,Caribbean,Brazil_Southeast},{1,1.5594705899405286,Brazil_Northeast,Brazil_Southeast},{1,0.9651594842573806,SouthAmerica,Brazil_Southeast},{1,0.8749243874311173,Brazil_Northeast,Brazil_Southeast},{1,1.876566813645553,Brazil_Northeast,Brazil_Southeast},{1,0.7781491705808166,SouthAmerica,Caribbean},{1,12.199838863725551,SouthEastAsia,Micronesia},{1,0.8424591235121939,Caribbean,SouthAmerica},{1,1.7283126941223974,SouthAmerica,Brazil_North},{1,2.05389556819267,Brazil_Northeast,SouthAmerica},{1,1.748193694213037,Brazil_Northeast,Brazil_North},{1,1.757355147264451,Brazil_Northeast,CentralAmerica},{1,1.276973500398983,SouthAmerica,Caribbean},{1,1.51250854722982,Brazil_Northeast,SouthAmerica},{1,1.3120605161076446,Brazil_Northeast,Brazil_Southeast},{1,1.2820549376904986,Brazil_Northeast,SouthAmerica},{1,2.8745039098215153,Polynesia,Brazil_Northeast},{1,5.671782277375767,SouthEastAsia,Polynesia}} 25
35000	24.0	{{1,1.3492658556956583,Brazil_Northeast,Brazil_North},{1,0.813702727566477,Brazil_North,Brazil_Southeast},{1,0.366683427702299,Brazil_North,Brazil_Southeast},{1,0.7267378367814317,Brazil_Northeast,Brazil_Southeast},{1,0.9185822913525497,Brazil_Northeast,Brazil_Southeast},{1,0.428320935771797,Brazil_North,Brazil_Southeast},{1,1.3736726766691145,Brazil_Northeast,Brazil_Southeast},{1,0.49356250176004246,Brazil_Northeast,Brazil_Southeast},{1,0.978982719878162,Brazil_North,Brazil_Southeast},{1,0.5237556848390819,Brazil_Northeast,Caribbean},{1,1.221546486392903,Brazil_North,Caribbean},{1,12.561401581965468,SouthEastAsia,Micronesia},{1,0.8177886987205284,Caribbean,SouthAmerica},{1,0.6494283109976106,Caribbean,SouthAmerica},{1,1.5638908776533202,SouthAmerica,Brazil_North},{1,2.1407680498381163,Brazil_Northeast,SouthAmerica},{1,1.8571333192591846,Brazil_Northeast,Brazil_North},{1,2.05869304235057,Brazil_Northeast,CentralAmerica},{1,1.1988390919684981,Brazil_Northeast,Brazil_Southeast},{1,1.5380053227207757,Brazil_Northeast,SouthAmerica},{1,1.282597173327861,Brazil_Northeast,Caribbean},{1,2.284860516828702,Brazil_Northeast,Brazil_North},{1,2.934015542302535,Polynesia,Brazil_Northeast},{1,4.495236501113833,SouthEastAsia,Polynesia}} 24
40000	26.0	{{1,0.8643352946621179,Brazil_Northeast,Brazil_North},{1,0.7193086162511143,Brazil_Northeast,Brazil_North},{1,1.384423008302352,SouthAmerica,Brazil_North},{1,0.4000147246625429,Brazil_North,SouthEastAsia},{1,0.34631430088315646,SouthEastAsia,Brazil_Southeast},{1,1.48037083498151,Brazil_Northeast,Brazil_Southeast},{1,0.8603050152846627,Brazil_Northeast,Brazil_Southeast},{1,0.5867376175130709,Brazil_Northeast,Brazil_Southeast},{1,0.9720851066540105,Brazil_Northeast,Brazil_Southeast},{1,0.42186836550199236,Brazil_Southeast,Caribbean},{1,9.887877460492808,SouthEastAsia,Micronesia},{1,0.667758714529543,Caribbean,SouthAmerica},{1,0.6324089207852762,Caribbean,SouthAmerica},{1,1.465418932327562,SouthAmerica,Brazil_Southeast},{1,1.9267028265996744,SouthAmerica,Brazil_North},{1,2.0839018607995126,Brazil_Northeast,SouthAmerica},{1,1.6472398173302434,Brazil_Southeast,CentralAmerica},{1,1.9099399707294722,Brazil_Northeast,Brazil_Southeast},{1,1.3408889516984535,Brazil_Southeast,Caribbean},{1,1.6967907636935284,Brazil_Northeast,Brazil_Southeast},{1,1.5542238444879388,Brazil_Northeast,Brazil_North},{1,1.5822030279733132,Brazil_Northeast,SouthAmerica},{1,0.8302709425032865,Brazil_Northeast,Brazil_Southeast},{1,2.5480739490653144,Polynesia,Brazil_Northeast},{1,5.159414967792467,SouthEastAsia,SouthAmerica},{1,4.824613797797598,SouthAmerica,Polynesia}} 26
45000	25.0	{{1,1.3513289187060675,Brazil_Northeast,Brazil_North},{1,1.4597159255137033,Brazil_Northeast,Brazil_North},{1,1.1093757998755867,SouthAmerica,Brazil_North},{1,0.8766020602766085,SouthAmerica,Brazil_Southeast},{1,0.7054500720273498,Brazil_North,Brazil_Southeast},{1,0.7683918121006553,Brazil_Northeast,Brazil_Southeast},{1,1.5299466048914376,Brazil_Northeast,Brazil_Southeast},{1,0.7925263387429229,Brazil_Northeast,Brazil_Southeast},{1,0.44489124361269194,Brazil_Northeast,Brazil_Southeast},{1,1.7434080812677728,Brazil_Northeast,Brazil_Southeast},{1,1.0197038932145293,SouthAmerica,Caribbean},{1,10.748228849611793,SouthEastAsia,Micronesia},{1,0.6851975057240609,Brazil_Southeast,SouthAmerica},{1,0.6759758498410812,Caribbean,SouthAmerica},{1,1.4657448106411337,Caribbean,Brazil_Southeast},{1,1.8137211890112415,Brazil_Northeast,Caribbean},{1,1.4915698409638327,Brazil_Northeast,Brazil_North},{1,1.5466684062713605,Brazil_Northeast,Caribbean},{1,0.9379322622624505,Caribbean,Brazil_Southeast},{1,1.7184523551497857,Brazil_Northeast,SouthAmerica},{1,1.8532474367420344,SouthAmerica,Brazil_North},{1,2.0634181167508676,Brazil_Northeast,SouthAmerica},{1,1.5815913721538397,Brazil_Northeast,CentralAmerica},{1,2.851498744287761,Polynesia,Brazil_Northeast},{1,4.4737407733265355,SouthEastAsia,Polynesia}} 25
